time,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,precipitation,surface_pressure,shortwave_radiation,hour,day_of_year
2023-05-16 20:00:00+00:00,27.0,27,0,10.8,0.0,979.1,0.0,20,136
2023-05-16 21:00:00+00:00,26.9,27,0,7.3,0.0,978.9,0.0,21,136
2023-05-16 22:00:00+00:00,26.9,27,0,9.4,0.0,979.2,0.0,22,136
2023-05-16 23:00:00+00:00,26.0,29,0,7.8,0.0,979.3,0.0,23,136
2023-05-17 00:00:00+00:00,26.9,36,0,10.2,0.0,979.2,0.0,0,137
2023-05-17 01:00:00+00:00,30.7,29,1,7.9,0.0,980.4,36.0,1,137
2023-05-17 02:00:00+00:00,31.4,29,11,14.4,0.0,981.5,164.0,2,137
2023-05-17 03:00:00+00:00,34.4,24,3,14.3,0.0,982.1,351.0,3,137
2023-05-17 04:00:00+00:00,36.5,21,28,18.9,0.0,983.2,537.0,4,137
2023-05-17 05:00:00+00:00,38.3,17,63,17.3,0.0,983.2,658.0,5,137
2023-05-17 06:00:00+00:00,39.8,15,49,14.0,0.0,982.9,809.0,6,137
2023-05-17 07:00:00+00:00,40.3,14,71,12.4,0.0,982.6,798.0,7,137
2023-05-17 08:00:00+00:00,40.8,14,76,15.8,0.0,981.6,775.0,8,137
2023-05-17 09:00:00+00:00,40.9,13,90,16.0,0.0,980.7,718.0,9,137
2023-05-17 10:00:00+00:00,40.2,14,20,15.2,0.0,980.0,505.0,10,137
2023-05-17 11:00:00+00:00,40.1,14,23,14.1,0.0,979.7,432.0,11,137
2023-05-17 12:00:00+00:00,32.7,34,67,20.6,0.0,979.4,251.0,12,137
2023-05-17 13:00:00+00:00,32.6,35,72,15.4,0.0,980.2,77.0,13,137
2023-05-17 14:00:00+00:00,32.4,29,59,20.2,0.0,980.3,8.0,14,137
2023-05-17 15:00:00+00:00,31.3,36,8,17.8,0.0,981.0,0.0,15,137
2023-05-17 16:00:00+00:00,31.3,33,28,14.6,0.0,981.7,0.0,16,137
2023-05-17 17:00:00+00:00,30.4,37,15,13.7,0.0,982.1,0.0,17,137
2023-05-17 18:00:00+00:00,29.5,39,32,10.1,0.0,982.0,0.0,18,137
2023-05-17 19:00:00+00:00,28.6,40,12,7.4,0.0,981.9,0.0,19,137
2023-05-17 20:00:00+00:00,28.1,41,39,8.4,0.0,981.5,0.0,20,137
2023-05-17 21:00:00+00:00,27.6,41,4,8.4,0.0,981.3,0.0,21,137
2023-05-17 22:00:00+00:00,27.5,41,1,8.6,0.0,981.0,0.0,22,137
2023-05-17 23:00:00+00:00,27.2,41,0,8.0,0.0,981.3,0.0,23,137
2023-05-18 00:00:00+00:00,23.9,62,0,17.1,0.0,985.8,0.0,0,138
2023-05-18 01:00:00+00:00,24.5,60,100,13.7,0.0,986.6,33.0,1,138
2023-05-18 02:00:00+00:00,25.1,59,100,12.4,0.0,986.9,146.0,2,138
2023-05-18 03:00:00+00:00,26.9,51,93,11.2,0.0,987.3,295.0,3,138
2023-05-18 04:00:00+00:00,29.5,43,3,9.4,0.0,987.5,521.0,4,138
2023-05-18 05:00:00+00:00,32.0,35,0,7.8,0.0,987.2,685.0,5,138
2023-05-18 06:00:00+00:00,34.6,28,0,5.2,0.0,986.8,799.0,6,138
2023-05-18 07:00:00+00:00,36.4,25,0,1.1,0.0,986.1,853.0,7,138
2023-05-18 08:00:00+00:00,37.5,23,0,6.8,0.0,985.0,842.0,8,138
2023-05-18 09:00:00+00:00,38.0,22,3,12.1,0.0,984.0,766.0,9,138
2023-05-18 10:00:00+00:00,37.8,21,12,15.9,0.0,983.2,623.0,10,138
2023-05-18 11:00:00+00:00,36.8,22,94,21.6,0.0,983.2,428.0,11,138
2023-05-18 12:00:00+00:00,35.4,29,36,19.9,0.0,983.5,194.0,12,138
2023-05-18 13:00:00+00:00,33.8,33,47,19.6,0.0,983.5,104.0,13,138
2023-05-18 14:00:00+00:00,32.6,35,47,17.7,0.0,983.7,10.0,14,138
2023-05-18 15:00:00+00:00,31.6,37,29,15.8,0.0,984.0,0.0,15,138
2023-05-18 16:00:00+00:00,30.6,38,7,16.4,0.0,984.3,0.0,16,138
2023-05-18 17:00:00+00:00,29.7,39,0,16.4,0.0,984.4,0.0,17,138
2023-05-18 18:00:00+00:00,29.0,41,0,15.2,0.0,983.9,0.0,18,138
2023-05-18 19:00:00+00:00,28.3,43,0,14.4,0.0,983.3,0.0,19,138
2023-05-18 20:00:00+00:00,27.8,44,0,13.7,0.0,982.3,0.0,20,138
2023-05-18 21:00:00+00:00,27.2,44,0,12.7,0.0,981.8,0.0,21,138
2023-05-18 22:00:00+00:00,26.5,46,0,9.7,0.0,981.6,0.0,22,138
2023-05-18 23:00:00+00:00,25.9,48,0,10.7,0.0,982.0,0.0,23,138
2023-05-19 00:00:00+00:00,26.1,55,0,9.2,0.0,982.5,0.0,0,139
2023-05-19 01:00:00+00:00,26.7,55,0,11.5,0.0,983.2,38.0,1,139
2023-05-19 02:00:00+00:00,28.3,51,0,12.1,0.0,983.8,168.0,2,139
2023-05-19 03:00:00+00:00,30.3,46,0,12.8,0.0,984.5,349.0,3,139
2023-05-19 04:00:00+00:00,32.3,41,0,14.2,0.0,984.5,536.0,4,139
2023-05-19 05:00:00+00:00,34.0,34,0,17.8,0.0,984.2,698.0,5,139
2023-05-19 06:00:00+00:00,35.4,27,0,19.3,0.0,983.9,812.0,6,139
2023-05-19 07:00:00+00:00,36.2,24,0,20.8,0.0,983.2,865.0,7,139
2023-05-19 08:00:00+00:00,37.0,23,0,20.4,0.0,982.3,852.0,8,139
2023-05-19 09:00:00+00:00,37.7,21,0,20.8,0.0,981.2,773.0,9,139
2023-05-19 10:00:00+00:00,37.9,19,0,21.6,0.0,980.3,639.0,10,139
2023-05-19 11:00:00+00:00,37.7,18,0,21.6,0.0,979.9,465.0,11,139
2023-05-19 12:00:00+00:00,37.3,19,1,20.5,0.0,979.6,275.0,12,139
2023-05-19 13:00:00+00:00,35.5,22,5,14.0,0.0,979.9,98.0,13,139
2023-05-19 14:00:00+00:00,32.3,28,0,7.4,0.0,980.0,11.0,14,139
2023-05-19 15:00:00+00:00,30.8,32,0,7.2,0.0,980.6,0.0,15,139
2023-05-19 16:00:00+00:00,30.0,33,0,9.4,0.0,981.1,0.0,16,139
2023-05-19 17:00:00+00:00,29.5,33,0,10.8,0.0,981.2,0.0,17,139
2023-05-19 18:00:00+00:00,29.1,33,0,11.1,0.0,981.0,0.0,18,139
2023-05-19 19:00:00+00:00,28.4,35,0,10.1,0.0,980.5,0.0,19,139
2023-05-19 20:00:00+00:00,27.4,37,0,7.4,0.0,979.6,0.0,20,139
2023-05-19 21:00:00+00:00,26.5,39,0,8.7,0.0,979.1,0.0,21,139
2023-05-19 22:00:00+00:00,25.8,41,0,9.6,0.0,978.9,0.0,22,139
2023-05-19 23:00:00+00:00,25.0,43,0,9.0,0.0,979.0,0.0,23,139
2023-05-20 00:00:00+00:00,24.8,50,0,8.2,0.0,979.7,0.0,0,140
2023-05-20 01:00:00+00:00,26.4,46,0,11.8,0.0,980.5,39.0,1,140
2023-05-20 02:00:00+00:00,28.8,43,0,10.4,0.0,981.3,172.0,2,140
2023-05-20 03:00:00+00:00,32.0,34,0,10.0,0.0,981.4,356.0,3,140
2023-05-20 04:00:00+00:00,34.5,30,0,11.9,0.0,981.8,544.0,4,140
2023-05-20 05:00:00+00:00,36.3,25,0,14.0,0.0,982.0,703.0,5,140
2023-05-20 06:00:00+00:00,37.4,22,3,17.3,0.0,981.7,811.0,6,140
2023-05-20 07:00:00+00:00,38.3,20,4,19.1,0.0,981.1,848.0,7,140
2023-05-20 08:00:00+00:00,39.1,18,1,21.5,0.0,980.4,854.0,8,140
2023-05-20 09:00:00+00:00,39.8,14,5,22.1,0.0,979.5,780.0,9,140
2023-05-20 10:00:00+00:00,40.0,13,1,24.1,0.0,978.8,647.0,10,140
2023-05-20 11:00:00+00:00,39.5,13,6,24.1,0.0,979.0,473.0,11,140
2023-05-20 12:00:00+00:00,39.1,15,1,17.6,0.0,978.6,279.0,12,140
2023-05-20 13:00:00+00:00,36.9,17,0,8.9,0.0,978.8,109.0,13,140
2023-05-20 14:00:00+00:00,32.4,24,0,10.7,0.0,978.6,11.0,14,140
2023-05-20 15:00:00+00:00,31.7,27,0,8.9,0.0,978.9,0.0,15,140
2023-05-20 16:00:00+00:00,30.9,29,0,8.5,0.0,979.1,0.0,16,140
2023-05-20 17:00:00+00:00,34.1,21,0,5.5,0.0,979.5,0.0,17,140
2023-05-20 18:00:00+00:00,33.1,22,0,3.3,0.0,979.6,0.0,18,140
2023-05-20 19:00:00+00:00,32.0,24,0,3.8,0.0,979.3,0.0,19,140
2023-05-20 20:00:00+00:00,30.7,26,0,3.1,0.0,978.7,0.0,20,140
2023-05-20 21:00:00+00:00,27.1,32,0,6.4,0.0,978.4,0.0,21,140
2023-05-20 22:00:00+00:00,26.8,32,0,6.5,0.0,978.3,0.0,22,140
2023-05-20 23:00:00+00:00,25.4,36,0,8.6,0.0,978.4,0.0,23,140
2023-05-21 00:00:00+00:00,26.7,38,0,7.2,0.0,979.1,0.0,0,141
2023-05-21 01:00:00+00:00,28.1,37,0,8.3,0.0,980.5,37.0,1,141
2023-05-21 02:00:00+00:00,30.8,33,0,2.5,0.0,981.1,168.0,2,141
2023-05-21 03:00:00+00:00,33.7,28,0,5.5,0.0,982.0,351.0,3,141
2023-05-21 04:00:00+00:00,36.2,24,0,3.4,0.0,982.3,540.0,4,141
2023-05-21 05:00:00+00:00,38.4,21,0,3.7,0.0,982.2,702.0,5,141
2023-05-21 06:00:00+00:00,40.2,17,0,7.5,0.0,982.1,816.0,6,141
2023-05-21 07:00:00+00:00,41.4,14,14,13.9,0.0,981.5,869.0,7,141
2023-05-21 08:00:00+00:00,42.0,13,9,18.7,0.0,980.8,844.0,8,141
2023-05-21 09:00:00+00:00,42.4,12,25,21.1,0.0,980.1,761.0,9,141
2023-05-21 10:00:00+00:00,42.2,11,92,22.9,0.0,979.5,594.0,10,141
2023-05-21 11:00:00+00:00,41.9,11,100,23.0,0.0,979.0,405.0,11,141
2023-05-21 12:00:00+00:00,41.8,9,66,15.8,0.0,979.0,256.0,12,141
2023-05-21 13:00:00+00:00,39.6,11,33,15.3,0.0,979.1,104.0,13,141
2023-05-21 14:00:00+00:00,37.1,13,1,11.5,0.0,979.4,12.0,14,141
2023-05-21 15:00:00+00:00,33.5,18,27,10.2,0.0,979.6,0.0,15,141
2023-05-21 16:00:00+00:00,31.6,22,99,9.6,0.0,979.9,0.0,16,141
2023-05-21 17:00:00+00:00,33.9,20,0,8.4,0.0,980.2,0.0,17,141
2023-05-21 18:00:00+00:00,31.4,22,0,9.8,0.0,980.1,0.0,18,141
2023-05-21 19:00:00+00:00,31.2,23,0,14.1,0.0,979.7,0.0,19,141
2023-05-21 20:00:00+00:00,30.5,23,36,10.9,0.0,979.5,0.0,20,141
2023-05-21 21:00:00+00:00,29.8,22,6,11.7,0.0,979.1,0.0,21,141
2023-05-21 22:00:00+00:00,31.4,20,0,18.4,0.0,979.1,0.0,22,141
2023-05-21 23:00:00+00:00,30.4,22,6,18.6,0.0,979.5,0.0,23,141
2023-05-22 00:00:00+00:00,33.5,24,15,22.3,0.0,979.9,0.0,0,142
2023-05-22 01:00:00+00:00,33.1,26,0,20.6,0.0,981.0,38.0,1,142
2023-05-22 02:00:00+00:00,34.3,27,0,16.5,0.0,981.9,170.0,2,142
2023-05-22 03:00:00+00:00,35.9,25,0,21.5,0.0,982.6,352.0,3,142
2023-05-22 04:00:00+00:00,37.6,23,0,24.8,0.0,982.9,537.0,4,142
2023-05-22 05:00:00+00:00,39.6,21,0,24.7,0.0,982.7,696.0,5,142
2023-05-22 06:00:00+00:00,41.1,19,0,23.4,0.0,982.5,807.0,6,142
2023-05-22 07:00:00+00:00,42.1,18,47,23.8,0.0,982.0,858.0,7,142
2023-05-22 08:00:00+00:00,41.2,16,87,26.3,0.0,981.8,781.0,8,142
2023-05-22 09:00:00+00:00,39.7,18,100,28.0,0.0,981.4,485.0,9,142
2023-05-22 10:00:00+00:00,40.2,17,99,25.6,0.0,980.8,375.0,10,142
2023-05-22 11:00:00+00:00,40.5,16,99,20.5,0.0,980.2,319.0,11,142
2023-05-22 12:00:00+00:00,41.6,13,100,13.0,0.0,978.8,216.0,12,142
2023-05-22 13:00:00+00:00,39.1,16,100,8.0,0.0,979.0,73.0,13,142
2023-05-22 14:00:00+00:00,36.5,18,100,10.9,0.0,979.1,11.0,14,142
2023-05-22 15:00:00+00:00,34.0,21,100,9.0,0.0,979.6,0.0,15,142
2023-05-22 16:00:00+00:00,33.8,22,96,12.0,0.0,980.7,0.0,16,142
2023-05-22 17:00:00+00:00,34.5,21,100,19.5,0.0,981.1,0.0,17,142
2023-05-22 18:00:00+00:00,34.3,21,59,15.8,0.0,981.1,0.0,18,142
2023-05-22 19:00:00+00:00,32.9,22,87,13.7,0.0,980.9,0.0,19,142
2023-05-22 20:00:00+00:00,31.7,24,2,15.3,0.0,980.5,0.0,20,142
2023-05-22 21:00:00+00:00,31.9,24,1,17.3,0.0,980.2,0.0,21,142
2023-05-22 22:00:00+00:00,32.4,23,0,20.3,0.0,980.4,0.0,22,142
2023-05-22 23:00:00+00:00,31.7,24,85,19.2,0.0,980.7,0.0,23,142
2023-05-23 00:00:00+00:00,32.4,25,0,22.9,0.0,981.1,0.0,0,143
2023-05-23 01:00:00+00:00,33.1,26,2,23.6,0.0,981.9,38.0,1,143
2023-05-23 02:00:00+00:00,34.4,27,3,20.6,0.0,982.3,167.0,2,143
2023-05-23 03:00:00+00:00,36.0,27,9,21.7,0.0,982.9,343.0,3,143
2023-05-23 04:00:00+00:00,37.8,27,20,19.4,0.0,983.4,526.0,4,143
2023-05-23 05:00:00+00:00,39.7,26,77,21.1,0.0,983.1,686.0,5,143
2023-05-23 06:00:00+00:00,41.4,23,96,20.6,0.0,982.6,792.0,6,143
2023-05-23 07:00:00+00:00,42.5,19,91,19.9,0.0,981.7,764.0,7,143
2023-05-23 08:00:00+00:00,43.6,15,99,19.6,0.0,980.3,771.0,8,143
2023-05-23 09:00:00+00:00,42.4,15,97,22.9,0.0,979.6,472.0,9,143
2023-05-23 10:00:00+00:00,41.8,14,97,28.0,0.0,979.3,424.0,10,143
2023-05-23 11:00:00+00:00,40.2,17,100,24.2,0.0,979.4,212.0,11,143
2023-05-23 12:00:00+00:00,31.6,41,100,11.3,0.0,981.1,167.0,12,143
2023-05-23 13:00:00+00:00,30.0,52,100,8.4,0.9,980.0,12.0,13,143
2023-05-23 14:00:00+00:00,31.8,43,100,19.7,0.1,979.4,7.0,14,143
2023-05-23 15:00:00+00:00,32.1,38,100,20.0,0.0,979.1,0.0,15,143
2023-05-23 16:00:00+00:00,32.1,36,100,16.9,0.0,979.7,0.0,16,143
2023-05-23 17:00:00+00:00,32.1,35,100,12.4,0.0,979.7,0.0,17,143
2023-05-23 18:00:00+00:00,31.5,37,100,9.7,0.0,980.0,0.0,18,143
2023-05-23 19:00:00+00:00,30.5,40,64,8.1,0.0,980.0,0.0,19,143
2023-05-23 20:00:00+00:00,29.1,45,100,6.4,0.0,979.8,0.0,20,143
2023-05-23 21:00:00+00:00,28.0,48,98,9.3,0.0,979.4,0.0,21,143
2023-05-23 22:00:00+00:00,27.9,48,98,8.3,0.0,979.4,0.0,22,143
2023-05-23 23:00:00+00:00,28.6,45,100,7.1,0.0,979.5,0.0,23,143
2023-05-24 00:00:00+00:00,27.6,54,99,11.8,0.0,980.8,0.0,0,144
2023-05-24 01:00:00+00:00,27.7,54,42,9.4,0.0,981.8,39.0,1,144
2023-05-24 02:00:00+00:00,29.2,50,97,8.3,0.0,983.0,158.0,2,144
2023-05-24 03:00:00+00:00,29.7,46,94,10.8,0.0,983.6,192.0,3,144
2023-05-24 04:00:00+00:00,31.2,41,99,12.6,0.0,983.6,354.0,4,144
2023-05-24 05:00:00+00:00,34.1,37,14,14.2,0.0,982.8,641.0,5,144
2023-05-24 06:00:00+00:00,36.4,32,72,12.6,0.0,982.2,778.0,6,144
2023-05-24 07:00:00+00:00,37.3,28,98,13.7,0.0,981.1,779.0,7,144
2023-05-24 08:00:00+00:00,37.7,26,97,13.6,0.0,979.9,653.0,8,144
2023-05-24 09:00:00+00:00,37.2,26,100,8.5,0.1,979.4,473.0,9,144
2023-05-24 10:00:00+00:00,36.3,27,100,5.6,0.0,979.3,332.0,10,144
2023-05-24 11:00:00+00:00,35.8,26,100,17.0,0.0,978.9,203.0,11,144
2023-05-24 12:00:00+00:00,30.1,55,100,5.6,0.0,979.5,167.0,12,144
2023-05-24 13:00:00+00:00,29.7,54,100,8.9,0.1,980.4,46.0,13,144
2023-05-24 14:00:00+00:00,28.7,57,100,11.0,0.0,980.9,7.0,14,144
2023-05-24 15:00:00+00:00,27.8,64,100,18.5,0.0,980.8,0.0,15,144
2023-05-24 16:00:00+00:00,27.2,67,100,16.4,0.0,981.9,0.0,16,144
2023-05-24 17:00:00+00:00,26.8,69,100,5.1,0.0,981.4,0.0,17,144
2023-05-24 18:00:00+00:00,26.3,77,100,2.2,0.0,980.8,0.0,18,144
2023-05-24 19:00:00+00:00,25.8,76,97,1.6,0.0,980.1,0.0,19,144
2023-05-24 20:00:00+00:00,25.6,77,17,4.3,0.0,980.0,0.0,20,144
2023-05-24 21:00:00+00:00,25.3,79,3,7.1,0.0,980.0,0.0,21,144
2023-05-24 22:00:00+00:00,24.9,79,21,3.0,0.0,979.2,0.0,22,144
2023-05-24 23:00:00+00:00,25.0,79,0,3.0,0.0,980.0,0.0,23,144
2023-05-25 00:00:00+00:00,23.4,75,0,7.6,0.0,980.8,0.0,0,145
2023-05-25 01:00:00+00:00,25.3,64,91,5.1,0.0,981.5,37.0,1,145
2023-05-25 02:00:00+00:00,26.8,58,0,8.1,0.0,981.6,154.0,2,145
2023-05-25 03:00:00+00:00,28.9,52,27,5.3,0.0,982.3,342.0,3,145
2023-05-25 04:00:00+00:00,29.8,48,100,19.5,0.1,984.0,528.0,4,145
2023-05-25 05:00:00+00:00,27.2,60,73,11.8,0.0,982.9,239.0,5,145
2023-05-25 06:00:00+00:00,30.6,46,41,12.2,0.0,982.7,738.0,6,145
2023-05-25 07:00:00+00:00,32.1,43,20,8.6,0.0,981.7,826.0,7,145
2023-05-25 08:00:00+00:00,33.1,41,0,7.6,0.0,980.5,820.0,8,145
2023-05-25 09:00:00+00:00,33.8,40,25,8.8,0.0,979.5,749.0,9,145
2023-05-25 10:00:00+00:00,33.9,39,61,12.6,0.0,979.0,563.0,10,145
2023-05-25 11:00:00+00:00,32.4,43,88,14.0,0.1,979.2,363.0,11,145
2023-05-25 12:00:00+00:00,29.1,48,90,6.8,0.0,979.3,175.0,12,145
2023-05-25 13:00:00+00:00,29.4,47,2,3.0,0.0,979.6,105.0,13,145
2023-05-25 14:00:00+00:00,27.9,57,35,11.7,0.0,980.4,13.0,14,145
2023-05-25 15:00:00+00:00,27.1,59,34,5.7,0.0,980.7,0.0,15,145
2023-05-25 16:00:00+00:00,26.5,61,100,8.0,0.0,982.0,0.0,16,145
2023-05-25 17:00:00+00:00,26.6,62,100,10.9,0.0,981.9,0.0,17,145
2023-05-25 18:00:00+00:00,25.8,67,100,2.3,0.0,981.0,0.0,18,145
2023-05-25 19:00:00+00:00,25.3,69,98,2.9,0.0,979.8,0.0,19,145
2023-05-25 20:00:00+00:00,24.9,72,89,4.0,0.0,979.1,0.0,20,145
2023-05-25 21:00:00+00:00,24.3,75,91,5.4,0.0,979.2,0.0,21,145
2023-05-25 22:00:00+00:00,23.4,79,89,6.1,0.0,979.6,0.0,22,145
2023-05-25 23:00:00+00:00,23.6,77,0,5.6,0.0,980.2,0.0,23,145
2023-05-26 00:00:00+00:00,22.7,82,0,3.6,0.0,980.8,0.0,0,146
2023-05-26 01:00:00+00:00,23.0,81,98,5.1,0.0,982.0,30.0,1,146
2023-05-26 02:00:00+00:00,24.2,76,0,6.8,0.0,983.6,152.0,2,146
2023-05-26 03:00:00+00:00,26.1,65,0,7.0,0.0,984.0,346.0,3,146
2023-05-26 04:00:00+00:00,28.2,55,0,5.8,0.0,984.5,525.0,4,146
2023-05-26 05:00:00+00:00,29.9,49,0,3.7,0.0,984.5,681.0,5,146
2023-05-26 06:00:00+00:00,31.4,43,0,0.8,0.0,984.0,789.0,6,146
2023-05-26 07:00:00+00:00,32.6,39,5,2.1,0.0,983.2,832.0,7,146
2023-05-26 08:00:00+00:00,33.6,36,2,5.0,0.0,982.2,814.0,8,146
2023-05-26 09:00:00+00:00,34.2,34,15,4.2,0.0,981.0,752.0,9,146
2023-05-26 10:00:00+00:00,34.5,33,22,3.6,0.0,980.6,606.0,10,146
2023-05-26 11:00:00+00:00,34.5,33,59,1.8,0.0,980.7,446.0,11,146
2023-05-26 12:00:00+00:00,32.9,35,78,6.8,0.0,980.4,254.0,12,146
2023-05-26 13:00:00+00:00,32.1,37,26,6.4,0.0,980.8,108.0,13,146
2023-05-26 14:00:00+00:00,30.3,42,71,7.7,0.0,980.9,13.0,14,146
2023-05-26 15:00:00+00:00,29.5,45,12,9.4,0.0,981.5,0.0,15,146
2023-05-26 16:00:00+00:00,28.4,48,1,5.0,0.0,982.1,0.0,16,146
2023-05-26 17:00:00+00:00,27.6,51,5,6.8,0.0,981.8,0.0,17,146
2023-05-26 18:00:00+00:00,27.1,55,1,7.7,0.0,981.0,0.0,18,146
2023-05-26 19:00:00+00:00,26.7,58,1,8.7,0.0,980.1,0.0,19,146
2023-05-26 20:00:00+00:00,26.4,61,5,6.7,0.0,979.2,0.0,20,146
2023-05-26 21:00:00+00:00,21.0,90,100,36.1,6.1,982.3,0.0,21,146
2023-05-26 22:00:00+00:00,22.2,83,100,16.2,1.9,981.1,0.0,22,146
2023-05-26 23:00:00+00:00,22.4,80,96,14.0,0.1,980.3,0.0,23,146
2023-05-27 00:00:00+00:00,21.4,90,30,31.6,0.0,981.3,0.0,0,147
2023-05-27 01:00:00+00:00,22.5,85,100,15.2,4.5,981.7,5.0,1,147
2023-05-27 02:00:00+00:00,22.1,84,100,15.5,4.0,984.4,35.0,2,147
2023-05-27 03:00:00+00:00,22.6,84,100,15.1,0.5,985.5,61.0,3,147
2023-05-27 04:00:00+00:00,22.4,91,100,15.1,1.5,984.6,80.0,4,147
2023-05-27 05:00:00+00:00,25.0,81,100,16.9,0.6,981.5,254.0,5,147
2023-05-27 06:00:00+00:00,30.3,49,100,14.4,0.0,981.6,727.0,6,147
2023-05-27 07:00:00+00:00,32.4,39,100,13.6,0.0,981.0,805.0,7,147
2023-05-27 08:00:00+00:00,33.2,37,0,13.7,0.0,980.4,828.0,8,147
2023-05-27 09:00:00+00:00,33.6,37,0,12.1,0.0,980.0,770.0,9,147
2023-05-27 10:00:00+00:00,33.8,36,0,9.2,0.0,979.8,636.0,10,147
2023-05-27 11:00:00+00:00,33.6,37,0,8.0,0.0,979.4,464.0,11,147
2023-05-27 12:00:00+00:00,31.7,47,50,8.5,0.0,980.4,278.0,12,147
2023-05-27 13:00:00+00:00,30.9,51,38,4.9,0.0,980.6,83.0,13,147
2023-05-27 14:00:00+00:00,29.3,58,24,5.2,0.0,980.7,12.0,14,147
2023-05-27 15:00:00+00:00,28.1,63,15,7.0,0.0,981.3,0.0,15,147
2023-05-27 16:00:00+00:00,27.2,61,20,9.5,0.0,981.9,0.0,16,147
2023-05-27 17:00:00+00:00,26.7,62,37,6.9,0.0,982.6,0.0,17,147
2023-05-27 18:00:00+00:00,26.4,64,16,7.9,0.0,982.1,0.0,18,147
2023-05-27 19:00:00+00:00,25.9,66,9,7.7,0.0,981.5,0.0,19,147
2023-05-27 20:00:00+00:00,25.4,69,3,6.8,0.0,981.0,0.0,20,147
2023-05-27 21:00:00+00:00,25.2,70,4,8.4,0.0,980.6,0.0,21,147
2023-05-27 22:00:00+00:00,25.0,71,2,8.7,0.0,980.7,0.0,22,147
2023-05-27 23:00:00+00:00,24.7,71,0,9.2,0.0,980.9,0.0,23,147
2023-05-28 00:00:00+00:00,24.3,79,0,6.0,0.0,981.0,0.0,0,148
2023-05-28 01:00:00+00:00,25.2,76,100,8.2,0.0,982.2,40.0,1,148
2023-05-28 02:00:00+00:00,27.1,68,100,18.1,0.0,983.9,157.0,2,148
2023-05-28 03:00:00+00:00,24.0,75,100,11.7,0.3,983.9,213.0,3,148
2023-05-28 04:00:00+00:00,27.2,65,5,3.2,0.0,983.7,438.0,4,148
2023-05-28 05:00:00+00:00,29.9,57,4,1.8,0.0,983.6,683.0,5,148
2023-05-28 06:00:00+00:00,31.5,53,50,2.3,0.0,983.5,797.0,6,148
2023-05-28 07:00:00+00:00,32.7,49,77,4.6,0.0,983.1,844.0,7,148
2023-05-28 08:00:00+00:00,33.6,46,72,5.0,0.0,982.4,815.0,8,148
2023-05-28 09:00:00+00:00,33.8,44,100,5.6,0.0,981.7,666.0,9,148
2023-05-28 10:00:00+00:00,33.6,44,100,6.9,0.0,981.1,409.0,10,148
2023-05-28 11:00:00+00:00,33.6,44,52,7.3,0.0,980.5,382.0,11,148
2023-05-28 12:00:00+00:00,26.2,70,98,6.2,0.0,980.2,271.0,12,148
2023-05-28 13:00:00+00:00,26.7,69,100,8.4,0.0,980.6,111.0,13,148
2023-05-28 14:00:00+00:00,25.8,70,100,9.7,0.0,981.5,13.0,14,148
2023-05-28 15:00:00+00:00,24.9,76,99,8.2,0.0,982.0,0.0,15,148
2023-05-28 16:00:00+00:00,24.1,82,100,7.4,0.0,982.8,0.0,16,148
2023-05-28 17:00:00+00:00,24.2,82,100,6.9,0.0,983.4,0.0,17,148
2023-05-28 18:00:00+00:00,24.5,80,100,5.7,0.0,983.8,0.0,18,148
2023-05-28 19:00:00+00:00,24.4,83,100,7.5,0.0,983.8,0.0,19,148
2023-05-28 20:00:00+00:00,24.4,84,100,5.4,0.0,983.5,0.0,20,148
2023-05-28 21:00:00+00:00,24.4,84,95,0.4,0.0,982.6,0.0,21,148
2023-05-28 22:00:00+00:00,23.5,90,100,3.3,0.0,982.4,0.0,22,148
2023-05-28 23:00:00+00:00,23.4,89,90,4.7,0.0,982.5,0.0,23,148
2023-05-29 00:00:00+00:00,22.5,88,0,8.9,0.0,983.9,0.0,0,149
2023-05-29 01:00:00+00:00,23.6,87,3,9.5,0.1,983.7,30.0,1,149
2023-05-29 02:00:00+00:00,25.5,80,79,9.8,0.0,984.7,167.0,2,149
2023-05-29 03:00:00+00:00,27.1,71,53,7.5,0.0,985.2,302.0,3,149
2023-05-29 04:00:00+00:00,29.3,63,25,5.3,0.0,985.7,474.0,4,149
2023-05-29 05:00:00+00:00,30.9,56,29,2.8,0.0,985.2,646.0,5,149
2023-05-29 06:00:00+00:00,32.7,49,28,6.1,0.0,984.5,755.0,6,149
2023-05-29 07:00:00+00:00,34.1,44,61,8.7,0.0,983.9,823.0,7,149
2023-05-29 08:00:00+00:00,28.4,65,100,20.0,0.9,983.7,600.0,8,149
2023-05-29 09:00:00+00:00,29.9,55,77,7.5,0.1,982.8,387.0,9,149
2023-05-29 10:00:00+00:00,31.1,53,77,7.0,0.1,982.7,476.0,10,149
2023-05-29 11:00:00+00:00,29.7,54,83,7.4,0.0,982.9,334.0,11,149
2023-05-29 12:00:00+00:00,29.0,60,100,9.7,0.0,983.0,152.0,12,149
2023-05-29 13:00:00+00:00,28.1,62,52,5.7,0.0,983.3,60.0,13,149
2023-05-29 14:00:00+00:00,26.6,70,97,5.6,0.0,983.2,13.0,14,149
2023-05-29 15:00:00+00:00,25.6,79,97,10.4,0.0,984.0,0.0,15,149
2023-05-29 16:00:00+00:00,25.1,79,100,8.7,0.0,984.6,0.0,16,149
