time,temperature_2m,relative_humidity_2m,cloud_cover,pressure_msl,wind_speed_10m,hour,day_of_year
2023-12-04 06:00:00+00:00,21.4,53,26,1017.9,11.3,6,338
2023-12-04 07:00:00+00:00,22.3,47,23,1016.7,10.9,7,338
2023-12-04 08:00:00+00:00,22.8,46,26,1015.8,10.2,8,338
2023-12-04 09:00:00+00:00,22.9,45,28,1015.1,9.7,9,338
2023-12-04 10:00:00+00:00,22.6,46,48,1014.6,10.0,10,338
2023-12-04 11:00:00+00:00,21.8,50,45,1014.8,7.4,11,338
2023-12-04 12:00:00+00:00,19.5,59,21,1015.1,8.7,12,338
2023-12-04 13:00:00+00:00,19.4,64,15,1016.1,4.6,13,338
2023-12-04 14:00:00+00:00,20.0,58,0,1016.5,6.1,14,338
2023-12-04 15:00:00+00:00,16.6,74,0,1016.9,8.1,15,338
2023-12-04 16:00:00+00:00,15.0,86,0,1016.9,8.9,16,338
2023-12-04 17:00:00+00:00,14.3,90,0,1016.7,7.4,17,338
2023-12-04 18:00:00+00:00,13.7,91,0,1016.6,7.7,18,338
2023-12-04 19:00:00+00:00,13.0,92,0,1016.4,9.3,19,338
2023-12-04 20:00:00+00:00,12.8,90,0,1016.3,9.7,20,338
2023-12-04 21:00:00+00:00,12.5,90,0,1016.0,9.5,21,338
2023-12-04 22:00:00+00:00,12.3,91,0,1015.8,8.2,22,338
2023-12-04 23:00:00+00:00,11.5,92,0,1016.0,9.9,23,338
2023-12-05 00:00:00+00:00,11.9,90,0,1016.1,7.2,0,339
2023-12-05 01:00:00+00:00,11.9,95,0,1016.4,7.1,1,339
2023-12-05 02:00:00+00:00,12.7,93,0,1016.9,5.9,2,339
2023-12-05 03:00:00+00:00,14.8,85,0,1017.7,6.6,3,339
2023-12-05 04:00:00+00:00,17.2,77,0,1018.4,4.3,4,339
2023-12-05 05:00:00+00:00,19.5,68,0,1018.2,7.5,5,339
2023-12-05 06:00:00+00:00,21.4,57,0,1017.1,9.7,6,339
2023-12-05 07:00:00+00:00,22.5,48,0,1015.8,10.9,7,339
2023-12-05 08:00:00+00:00,23.1,44,0,1015.1,11.4,8,339
2023-12-05 09:00:00+00:00,23.2,42,0,1014.1,12.4,9,339
2023-12-05 10:00:00+00:00,22.9,43,0,1014.0,12.4,10,339
2023-12-05 11:00:00+00:00,21.6,49,0,1014.1,9.0,11,339
2023-12-05 12:00:00+00:00,18.4,61,0,1014.3,7.4,12,339
2023-12-05 13:00:00+00:00,17.8,66,0,1015.2,7.4,13,339
2023-12-05 14:00:00+00:00,16.8,69,0,1015.7,7.1,14,339
2023-12-05 15:00:00+00:00,15.9,73,0,1016.2,7.0,15,339
2023-12-05 16:00:00+00:00,15.1,76,0,1016.7,6.6,16,339
2023-12-05 17:00:00+00:00,14.7,77,0,1016.7,6.1,17,339
2023-12-05 18:00:00+00:00,14.3,79,0,1016.8,7.9,18,339
2023-12-05 19:00:00+00:00,13.8,81,0,1016.7,8.3,19,339
2023-12-05 20:00:00+00:00,13.3,83,0,1016.6,8.0,20,339
2023-12-05 21:00:00+00:00,12.8,85,0,1016.5,8.0,21,339
2023-12-05 22:00:00+00:00,12.4,87,0,1016.4,8.0,22,339
2023-12-05 23:00:00+00:00,12.1,88,0,1016.1,8.6,23,339
2023-12-06 00:00:00+00:00,11.9,90,0,1016.0,11.3,0,340
2023-12-06 01:00:00+00:00,11.7,94,0,1016.9,6.4,1,340
2023-12-06 02:00:00+00:00,11.7,95,0,1017.7,5.2,2,340
2023-12-06 03:00:00+00:00,14.0,88,0,1018.4,6.5,3,340
2023-12-06 04:00:00+00:00,16.5,80,0,1019.1,6.0,4,340
2023-12-06 05:00:00+00:00,18.8,72,0,1019.0,4.9,5,340
2023-12-06 06:00:00+00:00,20.9,64,0,1018.0,5.2,6,340
2023-12-06 07:00:00+00:00,22.4,56,0,1016.9,5.5,7,340
2023-12-06 08:00:00+00:00,23.3,47,0,1015.8,4.7,8,340
2023-12-06 09:00:00+00:00,23.6,45,0,1014.9,4.9,9,340
2023-12-06 10:00:00+00:00,23.3,45,0,1014.8,4.8,10,340
2023-12-06 11:00:00+00:00,21.8,57,0,1014.8,4.3,11,340
2023-12-06 12:00:00+00:00,17.9,69,0,1015.1,9.0,12,340
2023-12-06 13:00:00+00:00,17.4,74,0,1015.8,8.5,13,340
2023-12-06 14:00:00+00:00,16.6,77,0,1016.5,8.0,14,340
2023-12-06 15:00:00+00:00,15.4,82,0,1016.9,9.2,15,340
2023-12-06 16:00:00+00:00,14.6,86,0,1017.2,8.2,16,340
2023-12-06 17:00:00+00:00,14.2,87,0,1017.2,6.7,17,340
2023-12-06 18:00:00+00:00,13.9,88,0,1017.1,7.4,18,340
2023-12-06 19:00:00+00:00,13.1,90,0,1016.8,9.7,19,340
2023-12-06 20:00:00+00:00,12.5,91,0,1016.6,9.7,20,340
2023-12-06 21:00:00+00:00,12.2,92,0,1016.4,9.2,21,340
2023-12-06 22:00:00+00:00,11.9,93,0,1016.0,8.5,22,340
2023-12-06 23:00:00+00:00,11.6,94,0,1015.9,8.0,23,340
2023-12-07 00:00:00+00:00,11.6,94,0,1015.9,5.9,0,341
2023-12-07 01:00:00+00:00,11.6,97,2,1016.8,5.2,1,341
2023-12-07 02:00:00+00:00,12.0,97,4,1017.4,5.4,2,341
2023-12-07 03:00:00+00:00,14.2,91,0,1017.9,7.4,3,341
2023-12-07 04:00:00+00:00,17.1,82,0,1018.4,6.5,4,341
2023-12-07 05:00:00+00:00,19.7,72,0,1018.2,8.2,5,341
2023-12-07 06:00:00+00:00,21.7,63,0,1016.9,8.6,6,341
2023-12-07 07:00:00+00:00,23.2,55,0,1015.8,8.9,7,341
2023-12-07 08:00:00+00:00,23.9,49,0,1014.6,9.0,8,341
2023-12-07 09:00:00+00:00,24.1,46,0,1013.8,9.8,9,341
2023-12-07 10:00:00+00:00,23.7,46,0,1013.7,10.2,10,341
2023-12-07 11:00:00+00:00,22.3,53,0,1013.7,7.6,11,341
2023-12-07 12:00:00+00:00,19.1,65,0,1014.0,7.5,12,341
2023-12-07 13:00:00+00:00,18.7,67,0,1014.9,9.6,13,341
2023-12-07 14:00:00+00:00,17.6,70,0,1015.5,9.4,14,341
2023-12-07 15:00:00+00:00,16.3,75,0,1016.0,7.9,15,341
2023-12-07 16:00:00+00:00,15.1,81,0,1016.2,6.8,16,341
2023-12-07 17:00:00+00:00,14.1,86,0,1016.1,6.7,17,341
2023-12-07 18:00:00+00:00,13.5,88,0,1015.8,7.1,18,341
2023-12-07 19:00:00+00:00,13.2,88,0,1015.6,6.7,19,341
2023-12-07 20:00:00+00:00,12.8,89,0,1015.5,6.7,20,341
2023-12-07 21:00:00+00:00,12.3,91,0,1015.2,6.5,21,341
2023-12-07 22:00:00+00:00,11.9,91,0,1015.0,6.5,22,341
2023-12-07 23:00:00+00:00,11.7,92,0,1015.0,7.6,23,341
2023-12-08 00:00:00+00:00,11.4,92,0,1015.2,8.0,0,342
2023-12-08 01:00:00+00:00,11.7,94,0,1016.2,7.2,1,342
2023-12-08 02:00:00+00:00,11.9,94,0,1016.8,7.9,2,342
2023-12-08 03:00:00+00:00,14.0,85,0,1017.3,9.5,3,342
2023-12-08 04:00:00+00:00,16.8,76,0,1018.2,7.5,4,342
2023-12-08 05:00:00+00:00,19.3,69,0,1018.3,8.7,5,342
2023-12-08 06:00:00+00:00,21.4,61,0,1017.0,10.1,6,342
2023-12-08 07:00:00+00:00,22.7,53,0,1015.5,10.1,7,342
2023-12-08 08:00:00+00:00,23.5,47,0,1014.2,10.0,8,342
2023-12-08 09:00:00+00:00,23.8,43,0,1013.7,12.7,9,342
2023-12-08 10:00:00+00:00,23.5,43,0,1013.4,13.3,10,342
2023-12-08 11:00:00+00:00,22.2,49,0,1013.5,9.8,11,342
2023-12-08 12:00:00+00:00,18.9,61,0,1013.7,8.0,12,342
2023-12-08 13:00:00+00:00,18.3,65,0,1014.6,7.7,13,342
2023-12-08 14:00:00+00:00,16.7,72,0,1015.2,8.2,14,342
2023-12-08 15:00:00+00:00,15.3,78,0,1015.4,9.5,15,342
2023-12-08 16:00:00+00:00,14.8,80,0,1015.6,8.2,16,342
2023-12-08 17:00:00+00:00,14.1,82,0,1015.9,7.2,17,342
2023-12-08 18:00:00+00:00,13.2,86,0,1015.8,7.8,18,342
2023-12-08 19:00:00+00:00,12.6,87,0,1015.6,7.2,19,342
2023-12-08 20:00:00+00:00,11.5,90,0,1015.5,9.2,20,342
2023-12-08 21:00:00+00:00,11.3,89,0,1015.6,7.1,21,342
2023-12-08 22:00:00+00:00,11.1,90,0,1015.7,8.4,22,342
2023-12-08 23:00:00+00:00,10.9,90,0,1015.9,8.6,23,342
2023-12-09 00:00:00+00:00,10.7,90,0,1016.2,9.0,0,343
2023-12-09 01:00:00+00:00,10.8,91,0,1016.9,9.4,1,343
2023-12-09 02:00:00+00:00,10.8,91,0,1017.8,10.8,2,343
2023-12-09 03:00:00+00:00,13.3,81,0,1018.7,13.0,3,343
2023-12-09 04:00:00+00:00,16.2,72,0,1019.5,10.9,4,343
2023-12-09 05:00:00+00:00,19.0,61,0,1019.7,10.9,5,343
2023-12-09 06:00:00+00:00,21.0,53,0,1018.7,11.8,6,343
2023-12-09 07:00:00+00:00,22.4,47,0,1017.3,12.6,7,343
2023-12-09 08:00:00+00:00,23.2,43,0,1016.5,12.6,8,343
2023-12-09 09:00:00+00:00,23.4,40,0,1015.7,13.3,9,343
2023-12-09 10:00:00+00:00,23.1,40,0,1015.4,13.3,10,343
2023-12-09 11:00:00+00:00,21.6,46,0,1015.0,8.9,11,343
2023-12-09 12:00:00+00:00,18.1,59,0,1014.9,7.8,12,343
2023-12-09 13:00:00+00:00,17.5,62,0,1015.4,7.7,13,343
2023-12-09 14:00:00+00:00,16.5,65,0,1015.8,8.1,14,343
2023-12-09 15:00:00+00:00,15.4,70,1,1015.9,8.0,15,343
2023-12-09 16:00:00+00:00,14.5,73,23,1016.0,8.2,16,343
2023-12-09 17:00:00+00:00,13.8,76,9,1015.9,8.4,17,343
2023-12-09 18:00:00+00:00,13.0,80,0,1015.7,8.4,18,343
2023-12-09 19:00:00+00:00,12.6,82,1,1015.2,8.7,19,343
2023-12-09 20:00:00+00:00,12.2,84,0,1015.0,9.4,20,343
2023-12-09 21:00:00+00:00,11.9,84,0,1014.7,9.1,21,343
2023-12-09 22:00:00+00:00,11.6,83,12,1014.1,9.9,22,343
2023-12-09 23:00:00+00:00,11.4,82,5,1013.7,10.6,23,343
2023-12-10 00:00:00+00:00,11.2,82,6,1013.8,11.2,0,344
2023-12-10 01:00:00+00:00,10.8,86,0,1014.5,12.0,1,344
2023-12-10 02:00:00+00:00,10.8,86,0,1015.4,14.1,2,344
2023-12-10 03:00:00+00:00,12.8,78,1,1016.1,14.8,3,344
2023-12-10 04:00:00+00:00,15.6,68,0,1016.8,11.9,4,344
2023-12-10 05:00:00+00:00,18.2,60,0,1016.8,12.8,5,344
2023-12-10 06:00:00+00:00,20.3,53,0,1016.0,15.3,6,344
2023-12-10 07:00:00+00:00,21.6,45,45,1015.0,17.7,7,344
2023-12-10 08:00:00+00:00,22.3,41,92,1014.2,18.0,8,344
2023-12-10 09:00:00+00:00,22.5,39,99,1013.6,17.1,9,344
2023-12-10 10:00:00+00:00,22.1,40,0,1013.2,16.1,10,344
2023-12-10 11:00:00+00:00,20.8,46,0,1013.0,11.4,11,344
2023-12-10 12:00:00+00:00,17.8,58,0,1013.1,9.7,12,344
2023-12-10 13:00:00+00:00,16.8,64,0,1014.0,9.1,13,344
2023-12-10 14:00:00+00:00,15.7,69,0,1014.5,9.2,14,344
2023-12-10 15:00:00+00:00,14.9,72,0,1014.9,9.8,15,344
2023-12-10 16:00:00+00:00,14.0,76,0,1015.2,8.5,16,344
2023-12-10 17:00:00+00:00,13.2,79,0,1015.6,8.1,17,344
2023-12-10 18:00:00+00:00,12.4,82,0,1015.3,7.3,18,344
2023-12-10 19:00:00+00:00,11.4,86,0,1015.0,8.5,19,344
2023-12-10 20:00:00+00:00,10.4,89,0,1014.7,10.1,20,344
2023-12-10 21:00:00+00:00,10.1,89,0,1014.4,8.3,21,344
2023-12-10 22:00:00+00:00,9.8,89,0,1014.1,6.7,22,344
2023-12-10 23:00:00+00:00,10.0,89,0,1014.0,5.4,23,344
2023-12-11 00:00:00+00:00,9.9,90,0,1014.2,5.7,0,345
2023-12-11 01:00:00+00:00,9.1,95,0,1015.6,4.8,1,345
2023-12-11 02:00:00+00:00,9.1,95,0,1016.3,5.8,2,345
2023-12-11 03:00:00+00:00,11.9,86,0,1017.0,7.7,3,345
2023-12-11 04:00:00+00:00,15.6,74,0,1017.7,4.0,4,345
2023-12-11 05:00:00+00:00,18.4,63,0,1017.9,2.9,5,345
2023-12-11 06:00:00+00:00,20.3,53,0,1017.0,2.6,6,345
2023-12-11 07:00:00+00:00,21.4,47,0,1016.1,3.9,7,345
2023-12-11 08:00:00+00:00,22.1,43,0,1015.2,5.4,8,345
2023-12-11 09:00:00+00:00,22.3,40,0,1014.5,6.9,9,345
2023-12-11 10:00:00+00:00,21.9,40,0,1014.3,7.7,10,345
2023-12-11 11:00:00+00:00,20.4,56,0,1014.3,3.8,11,345
2023-12-11 12:00:00+00:00,20.0,47,0,1014.3,3.9,12,345
2023-12-11 13:00:00+00:00,19.5,48,0,1014.9,4.1,13,345
2023-12-11 14:00:00+00:00,18.4,53,0,1015.5,4.7,14,345
2023-12-11 15:00:00+00:00,16.7,61,0,1015.9,6.5,15,345
2023-12-11 16:00:00+00:00,13.6,74,0,1016.1,9.0,16,345
2023-12-11 17:00:00+00:00,12.3,78,0,1016.2,10.1,17,345
2023-12-11 18:00:00+00:00,11.6,80,0,1015.9,9.8,18,345
2023-12-11 19:00:00+00:00,10.8,83,0,1015.4,11.4,19,345
2023-12-11 20:00:00+00:00,10.4,85,0,1015.0,10.5,20,345
2023-12-11 21:00:00+00:00,10.3,86,0,1014.5,7.0,21,345
2023-12-11 22:00:00+00:00,10.0,87,0,1014.3,7.3,22,345
2023-12-11 23:00:00+00:00,9.9,87,0,1014.1,7.2,23,345
2023-12-12 00:00:00+00:00,9.6,89,0,1014.3,7.2,0,346
2023-12-12 01:00:00+00:00,9.3,91,0,1015.0,8.7,1,346
2023-12-12 02:00:00+00:00,9.4,92,0,1015.4,7.9,2,346
2023-12-12 03:00:00+00:00,12.7,81,0,1016.2,6.7,3,346
2023-12-12 04:00:00+00:00,15.8,71,0,1016.7,4.7,4,346
2023-12-12 05:00:00+00:00,18.5,62,0,1016.8,6.2,5,346
2023-12-12 06:00:00+00:00,20.5,56,0,1015.8,6.3,6,346
2023-12-12 07:00:00+00:00,21.7,52,0,1014.6,5.6,7,346
2023-12-12 08:00:00+00:00,22.3,49,0,1013.7,3.5,8,346
2023-12-12 09:00:00+00:00,22.8,44,0,1012.9,2.4,9,346
2023-12-12 10:00:00+00:00,22.8,42,0,1012.7,3.3,10,346
2023-12-12 11:00:00+00:00,21.4,68,0,1012.6,4.0,11,346
2023-12-12 12:00:00+00:00,20.7,51,1,1012.7,4.0,12,346
2023-12-12 13:00:00+00:00,19.4,52,1,1013.3,2.3,13,346
2023-12-12 14:00:00+00:00,18.5,55,1,1013.9,2.4,14,346
2023-12-12 15:00:00+00:00,17.7,59,1,1014.4,6.0,15,346
2023-12-12 16:00:00+00:00,13.5,79,0,1015.0,9.5,16,346
2023-12-12 17:00:00+00:00,12.7,84,0,1015.4,10.0,17,346
2023-12-12 18:00:00+00:00,13.9,76,0,1015.5,7.8,18,346
2023-12-12 19:00:00+00:00,13.3,77,0,1015.1,7.6,19,346
2023-12-12 20:00:00+00:00,13.0,77,0,1015.1,7.1,20,346
2023-12-12 21:00:00+00:00,12.1,81,0,1014.9,7.2,21,346
2023-12-12 22:00:00+00:00,11.5,83,0,1014.8,7.2,22,346
2023-12-12 23:00:00+00:00,11.4,82,0,1014.9,7.4,23,346
2023-12-13 00:00:00+00:00,12.5,77,0,1015.4,5.6,0,347
2023-12-13 01:00:00+00:00,12.3,84,0,1016.3,3.0,1,347
2023-12-13 02:00:00+00:00,10.4,90,0,1017.0,4.7,2,347
2023-12-13 03:00:00+00:00,13.1,83,0,1017.9,6.3,3,347
2023-12-13 04:00:00+00:00,16.3,73,0,1018.7,3.6,4,347
2023-12-13 05:00:00+00:00,18.9,64,0,1018.7,2.7,5,347
2023-12-13 06:00:00+00:00,20.8,55,0,1017.5,3.7,6,347
2023-12-13 07:00:00+00:00,21.9,49,0,1016.5,4.7,7,347
2023-12-13 08:00:00+00:00,22.6,44,0,1015.6,7.1,8,347
2023-12-13 09:00:00+00:00,22.8,41,0,1015.0,9.8,9,347
2023-12-13 10:00:00+00:00,22.5,41,0,1015.0,10.3,10,347
2023-12-13 11:00:00+00:00,21.3,46,0,1015.2,6.9,11,347
2023-12-13 12:00:00+00:00,17.4,61,8,1015.2,8.7,12,347
2023-12-13 13:00:00+00:00,17.3,55,100,1016.4,8.3,13,347
2023-12-13 14:00:00+00:00,16.2,58,81,1016.9,7.9,14,347
2023-12-13 15:00:00+00:00,14.9,64,84,1017.4,7.7,15,347
2023-12-13 16:00:00+00:00,14.0,67,41,1017.8,9.0,16,347
2023-12-13 17:00:00+00:00,13.1,71,4,1018.0,9.2,17,347
2023-12-13 18:00:00+00:00,12.4,75,3,1017.7,8.9,18,347
2023-12-13 19:00:00+00:00,11.6,80,24,1017.2,8.9,19,347
2023-12-13 20:00:00+00:00,10.6,85,53,1016.8,10.0,20,347
2023-12-13 21:00:00+00:00,10.4,86,17,1016.5,8.1,21,347
2023-12-13 22:00:00+00:00,10.1,87,93,1016.1,6.8,22,347
2023-12-13 23:00:00+00:00,9.9,88,100,1016.0,7.2,23,347
2023-12-14 00:00:00+00:00,9.7,89,3,1016.1,7.9,0,348
2023-12-14 01:00:00+00:00,9.9,90,54,1017.0,10.2,1,348
2023-12-14 02:00:00+00:00,9.9,90,63,1017.7,10.5,2,348
2023-12-14 03:00:00+00:00,12.1,82,9,1018.6,13.3,3,348
2023-12-14 04:00:00+00:00,14.9,72,0,1019.3,11.2,4,348
2023-12-14 05:00:00+00:00,17.6,62,5,1019.5,12.3,5,348
2023-12-14 06:00:00+00:00,19.7,53,32,1018.7,14.6,6,348
2023-12-14 07:00:00+00:00,21.1,45,7,1017.5,15.6,7,348
2023-12-14 08:00:00+00:00,21.9,41,30,1016.8,16.1,8,348
2023-12-14 09:00:00+00:00,22.1,40,42,1016.1,16.0,9,348
2023-12-14 10:00:00+00:00,21.8,41,94,1015.9,15.6,10,348
2023-12-14 11:00:00+00:00,20.5,48,100,1016.2,11.2,11,348
2023-12-14 12:00:00+00:00,17.4,60,71,1016.3,8.4,12,348
2023-12-14 13:00:00+00:00,16.0,67,100,1017.3,7.3,13,348
2023-12-14 14:00:00+00:00,14.5,74,57,1017.7,7.4,14,348
2023-12-14 15:00:00+00:00,13.6,77,15,1018.0,6.8,15,348
2023-12-14 16:00:00+00:00,12.9,80,89,1018.5,7.2,16,348
2023-12-14 17:00:00+00:00,12.4,81,93,1018.7,6.8,17,348
2023-12-14 18:00:00+00:00,12.0,83,99,1018.6,7.2,18,348
2023-12-14 19:00:00+00:00,10.8,88,93,1018.3,8.2,19,348
2023-12-14 20:00:00+00:00,9.6,91,87,1018.1,9.8,20,348
2023-12-14 21:00:00+00:00,9.3,91,64,1017.9,9.4,21,348
2023-12-14 22:00:00+00:00,9.1,92,83,1017.9,7.3,22,348
2023-12-14 23:00:00+00:00,8.9,92,55,1018.0,7.2,23,348
2023-12-15 00:00:00+00:00,8.6,93,54,1018.2,6.6,0,349
2023-12-15 01:00:00+00:00,7.5,93,9,1019.4,6.5,1,349
2023-12-15 02:00:00+00:00,7.7,94,50,1020.2,4.7,2,349
2023-12-15 03:00:00+00:00,10.5,85,54,1021.0,7.0,3,349
2023-12-15 04:00:00+00:00,14.2,71,1,1021.6,4.3,4,349
2023-12-15 05:00:00+00:00,17.3,60,18,1021.6,3.3,5,349
2023-12-15 06:00:00+00:00,19.5,49,27,1020.6,3.1,6,349
2023-12-15 07:00:00+00:00,21.0,42,75,1019.4,4.8,7,349
2023-12-15 08:00:00+00:00,21.8,39,100,1018.5,6.6,8,349
2023-12-15 09:00:00+00:00,22.1,39,99,1017.6,7.4,9,349
2023-12-15 10:00:00+00:00,21.8,40,100,1017.1,8.1,10,349
2023-12-15 11:00:00+00:00,20.3,49,99,1016.8,4.6,11,349
2023-12-15 12:00:00+00:00,17.2,59,98,1017.0,7.6,12,349
2023-12-15 13:00:00+00:00,17.7,58,82,1017.5,5.3,13,349
2023-12-15 14:00:00+00:00,14.9,70,90,1017.8,7.6,14,349
2023-12-15 15:00:00+00:00,13.4,76,98,1018.3,10.2,15,349
2023-12-15 16:00:00+00:00,12.5,80,94,1018.6,9.4,16,349
2023-12-15 17:00:00+00:00,12.8,75,41,1018.7,7.9,17,349
2023-12-15 18:00:00+00:00,12.1,75,79,1018.2,8.3,18,349
2023-12-15 19:00:00+00:00,10.9,79,97,1017.7,9.6,19,349
2023-12-15 20:00:00+00:00,10.4,80,83,1017.7,9.7,20,349
2023-12-15 21:00:00+00:00,9.9,82,88,1017.4,9.4,21,349
2023-12-15 22:00:00+00:00,9.9,82,92,1017.3,8.1,22,349
2023-12-15 23:00:00+00:00,9.2,85,90,1017.3,6.6,23,349
2023-12-16 00:00:00+00:00,8.2,89,97,1017.4,5.8,0,350
2023-12-16 01:00:00+00:00,7.7,92,28,1018.6,6.2,1,350
2023-12-16 02:00:00+00:00,7.9,93,35,1019.0,4.7,2,350
2023-12-16 03:00:00+00:00,10.9,83,43,1019.4,5.8,3,350
2023-12-16 04:00:00+00:00,14.8,71,29,1019.7,3.4,4,350
2023-12-16 05:00:00+00:00,18.1,58,41,1019.6,3.4,5,350
2023-12-16 06:00:00+00:00,20.4,46,81,1018.6,6.3,6,350
2023-12-16 07:00:00+00:00,21.5,42,50,1017.4,9.3,7,350
2023-12-16 08:00:00+00:00,22.2,41,21,1016.3,11.4,8,350
2023-12-16 09:00:00+00:00,22.3,39,29,1015.3,11.8,9,350
2023-12-16 10:00:00+00:00,22.0,38,15,1014.9,12.1,10,350
2023-12-16 11:00:00+00:00,20.7,43,6,1014.8,6.8,11,350
2023-12-16 12:00:00+00:00,16.3,60,0,1015.0,10.0,12,350
2023-12-16 13:00:00+00:00,17.4,53,0,1015.5,5.9,13,350
2023-12-16 14:00:00+00:00,15.1,63,0,1016.3,7.7,14,350
2023-12-16 15:00:00+00:00,15.1,63,0,1017.0,8.2,15,350
2023-12-16 16:00:00+00:00,14.1,66,0,1017.4,8.3,16,350
2023-12-16 17:00:00+00:00,12.0,75,0,1017.7,9.6,17,350
2023-12-16 18:00:00+00:00,11.0,78,0,1017.5,10.4,18,350
2023-12-16 19:00:00+00:00,10.3,80,0,1017.4,10.6,19,350
2023-12-16 20:00:00+00:00,10.3,79,0,1017.3,9.8,20,350
2023-12-16 21:00:00+00:00,12.1,70,0,1017.5,7.8,21,350
2023-12-16 22:00:00+00:00,12.2,70,0,1017.5,6.6,22,350
2023-12-16 23:00:00+00:00,12.0,71,0,1017.4,4.4,23,350
2023-12-17 00:00:00+00:00,11.8,72,0,1017.4,2.5,0,351
2023-12-17 01:00:00+00:00,9.5,86,0,1018.3,5.4,1,351
2023-12-17 02:00:00+00:00,9.5,87,0,1019.1,5.4,2,351
2023-12-17 03:00:00+00:00,12.1,77,0,1019.6,9.2,3,351
2023-12-17 04:00:00+00:00,16.1,64,0,1020.1,7.3,4,351
2023-12-17 05:00:00+00:00,19.0,55,0,1020.3,7.6,5,351
2023-12-17 06:00:00+00:00,20.9,46,0,1019.4,9.3,6,351
2023-12-17 07:00:00+00:00,22.0,42,0,1018.3,11.2,7,351
2023-12-17 08:00:00+00:00,22.5,40,0,1017.1,12.2,8,351
2023-12-17 09:00:00+00:00,22.6,39,0,1016.5,12.6,9,351
2023-12-17 10:00:00+00:00,22.3,39,0,1016.3,12.6,10,351
2023-12-17 11:00:00+00:00,21.1,44,0,1016.5,8.5,11,351
2023-12-17 12:00:00+00:00,17.3,60,0,1016.8,7.3,12,351
2023-12-17 13:00:00+00:00,16.8,59,0,1018.0,9.0,13,351
2023-12-17 14:00:00+00:00,15.7,63,0,1018.6,8.7,14,351
2023-12-17 15:00:00+00:00,14.5,67,0,1019.2,7.8,15,351
2023-12-17 16:00:00+00:00,13.9,69,0,1019.6,8.6,16,351
2023-12-17 17:00:00+00:00,13.0,73,0,1019.8,7.7,17,351
2023-12-17 18:00:00+00:00,11.7,80,0,1019.6,8.1,18,351
2023-12-17 19:00:00+00:00,11.1,84,0,1019.6,6.4,19,351
2023-12-17 20:00:00+00:00,11.0,84,0,1019.5,6.9,20,351
2023-12-17 21:00:00+00:00,10.5,86,0,1019.5,8.0,21,351
2023-12-17 22:00:00+00:00,9.9,89,0,1019.7,9.0,22,351
2023-12-17 23:00:00+00:00,9.5,90,0,1019.8,10.1,23,351
2023-12-18 00:00:00+00:00,9.3,91,0,1020.1,10.5,0,352
2023-12-18 01:00:00+00:00,9.1,93,0,1021.4,10.1,1,352
2023-12-18 02:00:00+00:00,9.1,93,0,1021.7,11.2,2,352
2023-12-18 03:00:00+00:00,11.1,84,0,1022.1,13.6,3,352
2023-12-18 04:00:00+00:00,13.7,74,0,1022.4,12.2,4,352
2023-12-18 05:00:00+00:00,16.4,64,0,1022.2,13.3,5,352
2023-12-18 06:00:00+00:00,18.7,55,0,1021.1,15.5,6,352
2023-12-18 07:00:00+00:00,20.3,47,0,1019.8,18.1,7,352
2023-12-18 08:00:00+00:00,21.2,40,0,1018.7,19.9,8,352
2023-12-18 09:00:00+00:00,21.5,36,0,1018.0,20.1,9,352
2023-12-18 10:00:00+00:00,21.2,34,0,1017.8,19.9,10,352
2023-12-18 11:00:00+00:00,20.2,38,0,1017.5,15.7,11,352
2023-12-18 12:00:00+00:00,17.5,48,0,1017.7,11.8,12,352
2023-12-18 13:00:00+00:00,15.9,56,0,1018.9,10.9,13,352
2023-12-18 14:00:00+00:00,14.9,60,0,1019.5,12.3,14,352
2023-12-18 15:00:00+00:00,14.1,61,0,1020.0,12.9,15,352
2023-12-18 16:00:00+00:00,13.4,63,0,1020.6,12.5,16,352
2023-12-18 17:00:00+00:00,12.6,65,0,1020.7,12.3,17,352
2023-12-18 18:00:00+00:00,12.0,68,0,1020.5,12.6,18,352
2023-12-18 19:00:00+00:00,11.6,69,0,1020.3,13.6,19,352
2023-12-18 20:00:00+00:00,11.2,71,0,1020.2,13.3,20,352
2023-12-18 21:00:00+00:00,10.8,72,0,1019.9,13.1,21,352
2023-12-18 22:00:00+00:00,10.4,73,0,1019.5,13.0,22,352
2023-12-18 23:00:00+00:00,9.9,75,0,1019.3,12.7,23,352
2023-12-19 00:00:00+00:00,9.5,77,0,1019.7,12.8,0,353
2023-12-19 01:00:00+00:00,8.7,87,0,1021.2,12.7,1,353
2023-12-19 02:00:00+00:00,8.6,87,0,1021.8,13.1,2,353
2023-12-19 03:00:00+00:00,10.4,79,0,1022.2,14.5,3,353
2023-12-19 04:00:00+00:00,13.2,69,0,1022.6,12.7,4,353
2023-12-19 05:00:00+00:00,15.9,60,0,1022.4,13.5,5,353
2023-12-19 06:00:00+00:00,18.3,54,0,1021.6,15.5,6,353
2023-12-19 07:00:00+00:00,20.0,48,0,1020.2,16.5,7,353
2023-12-19 08:00:00+00:00,21.0,43,0,1018.9,17.1,8,353
2023-12-19 09:00:00+00:00,21.5,40,0,1018.3,16.7,9,353
2023-12-19 10:00:00+00:00,21.2,41,6,1017.9,16.8,10,353
2023-12-19 11:00:00+00:00,20.0,46,37,1018.0,13.7,11,353
2023-12-19 12:00:00+00:00,17.1,57,5,1018.1,11.4,12,353
