electricity_kwh,petrol_liters,diesel_liters,car_km,bike_km,public_transport_km,flight_hours,waste_kg,recycling_percent,solar_kwh,household_size,diet_type,monthly_income,carbon_emission_kg
348.1350279592919,60.24691704572665,49.548104474903916,873.9014051767491,858.0780722249439,234.1574964561004,12.712179930903396,24.525393792425668,94.92541298167893,240.4637453376823,2,mixed,130335.7912015503,1785.96
190.26998424023492,48.978586798824075,18.57071302401249,214.965054413416,313.6976380699026,82.13989678444212,3.2619601230324036,41.71547639392275,26.106975973370428,251.84777961577228,5,non_vegetarian,136197.0251468859,602.94
284.0306095300149,52.86566039892756,0.07544340219922674,668.1081428667522,195.71341492826522,601.2948582073897,15.33106740679462,9.600394915943898,63.85966846905917,373.90027250386566,1,mixed,23021.80796941471,1645.32
296.01962570447586,33.44425271181041,60.572046424595136,532.6421495447847,516.0618223609771,505.31781770830827,11.640618395572695,12.176433617491046,82.84380027437224,206.11004012309797,4,vegetarian,138763.88367462886,1574.26
133.18450498648718,51.931269264230316,78.8165860728875,743.4920160526325,910.2271992824474,956.0312368025893,18.29889257695022,34.80825287917791,30.027675054718628,398.54298468591696,1,mixed,135106.37098879012,2109.83
486.31308249405134,19.755590567847825,64.79304962448724,1305.4935518311413,43.546577843375346,803.497661900104,7.296813075350467,75.79147225509155,63.543341365692875,63.86481741323018,2,vegetarian,16675.54710037367,1525.31
398.80977051250153,80.51743973603767,36.816529452529224,1163.7921579879778,765.8040880308878,893.9561390817895,19.65429984134251,73.13102699577502,10.790024114922492,214.81593720492808,4,mixed,115520.31446562563,2602.69
472.7745237038851,18.577695469870783,72.30138091192853,125.98425208373843,572.4732279387089,707.9658044064812,11.516552934280464,39.94811437088083,96.99314443756607,85.16033640575257,6,vegetarian,126648.30238127641,1733.88
452.67230769244196,8.496628988946641,32.787813849468,1335.4637966618463,425.4491165518169,416.6057228313857,19.468039123750675,15.661890838304755,5.815827505062588,181.33054733627705,6,vegetarian,91729.574864549,2444.74
319.0549904649883,43.62460263571574,41.9947267394774,707.6507267247354,744.08044410506,1429.2379724197156,0.5412130809423066,18.35807419688267,43.81746738409763,68.22956380070724,2,vegetarian,181250.263363138,738.72
464.84340576040256,65.83074395060619,38.17038139165466,1115.7932173289976,965.8244244416323,129.61373964020845,14.559526448247759,33.315954095684546,53.68192420600233,89.01150861032244,1,mixed,72390.17068545302,2169.13
89.82162592336377,43.771682493354135,35.809909813241994,210.0588468965282,229.20621116269103,1408.3364991979608,16.332430485854726,20.755564631508605,79.0481778663364,84.3200198529054,3,mixed,22763.89068035067,1882.4
138.19228808861533,27.67541319513086,62.01526154351246,1006.0792885605721,143.6473650721196,466.857070297102,1.0634657335297515,11.223169579278338,12.112851707242122,128.01253560960316,7,vegetarian,137652.06904442448,644.71
70.35228000974213,55.817118389044076,42.14151258155936,354.48902641418687,912.8817452226971,768.9921680509461,11.579393280324915,55.533311263999785,44.080797385517656,53.84201380753457,5,mixed,124991.84794523072,1575.53
196.39864884346895,34.700233541219994,25.337369762017286,657.5713457113973,668.9530774573037,163.2634842413192,16.03884587178897,48.608647834452114,29.971156954345236,323.7368699900065,5,non_vegetarian,197921.11701076277,1801.74
224.9047803602669,93.28676901266331,20.652653412678266,25.29430512315661,437.98602156196597,106.3966025565139,11.220774504461454,26.84725684835638,31.201071569334005,88.27023891688542,7,non_vegetarian,53948.573385489755,1546.67
172.10706429825316,92.2645139603572,3.019785357394671,227.41595689571403,573.2595702642831,644.3181730779044,1.2762718081093327,63.42112869142281,77.87879160652508,166.62759805735004,7,non_vegetarian,85143.93341862396,601.9
422.9318791183682,50.23718199720955,46.65561295064368,138.12073968542964,745.6139051762441,1112.5460645695173,13.868944817966229,63.19616657793759,0.5460945031833142,6.4228552920097215,3,vegetarian,97624.16142252342,1995.1
210.53899701211517,32.78839940182585,18.39691323208274,359.61625940738764,773.0318987057173,404.0471663228234,1.2119382934661727,41.825147765957134,74.90836413359662,41.952617312712846,3,vegetarian,173686.49856543727,568.21
176.42052935932134,73.71324139566391,11.850713761310647,150.0271350364834,919.8941808189645,843.5218334029801,16.34937790032877,12.239941663392042,81.03984301231063,358.5087601653006,3,vegetarian,88767.91842852932,1742.55
294.21323742121183,3.671294348306664,52.30639710621421,1037.8650399293429,426.8427888956227,417.97551078422754,0.8606836661338879,73.88520500760181,90.1362243842069,334.86408153617816,2,mixed,156708.18165974395,516.71
113.41590123864319,47.47690060436513,54.49674062572391,43.55985331382905,293.41091001939503,582.9195913395612,2.747947620207416,55.14953926557285,62.68818032304835,336.36898098207786,4,mixed,39819.118039038694,515.2
410.98864133931784,33.63233942703335,60.17239138061328,926.610750937497,639.6642667898419,1359.669477710737,5.50215181046537,23.52881143639632,33.34553282722412,164.54136690194284,3,vegetarian,87859.03481159155,1240.82
83.54778965589688,92.05358851025547,40.28615170708732,211.0617462383614,415.72789927953033,1283.7594382423792,12.667295845216,50.784091027567,42.72347325488707,56.61231954066568,2,non_vegetarian,39445.71518003376,1705.12
494.0991214702328,1.2003027272682543,71.52436841631092,1417.7421857668453,594.598453948978,774.0263151264447,19.52718199262612,35.37661218707227,96.97360822874292,43.157808597726444,6,non_vegetarian,190438.98433879367,2733.24
397.51014618349586,55.28148757183491,74.90742027185823,1399.6411096647814,419.9857984559502,357.1584412081181,2.3564570523986883,52.65122298019684,88.11868264358522,242.24108992028616,1,mixed,43773.88782810629,1007.41
139.4220566903776,74.0663581066626,64.58967518339915,338.25465378144395,152.99578667817448,289.77586909953425,2.8541533842783684,40.54031717982656,46.352590909944205,331.27730196345186,1,mixed,89623.81937458292,622.56
52.48495270562108,48.50179875240413,50.84747856065498,921.6319473345442,469.42675165895844,1431.1310295535714,7.377407934019606,41.41041126798001,94.30630071109223,360.0457928560972,3,mixed,25629.537362397085,1043.57
416.95764280467534,8.540303016272166,24.297676287295094,42.00797920868765,690.9178219410328,304.07489476603126,16.724382755106404,60.19115689305195,82.2954875406459,115.49266022409061,1,mixed,185062.86917963554,1944.15
368.0858047314277,97.24613900279022,78.6355937296177,1397.682814576761,799.2838076676499,1212.2524663688087,9.344619055016283,51.02943095479819,90.10898616597947,128.41062793338142,3,non_vegetarian,128525.56581280218,1913.34
378.0532256184443,51.801043137609796,21.93089337535507,784.4809622875646,493.32627679654684,553.455314303306,6.432212005116433,10.996451843316924,68.2977234575921,40.35066274456987,1,vegetarian,192866.689890399,1236.99
397.0716560086756,61.41862443190114,16.212553759234485,64.8347271266685,165.2378902104009,1478.4897713373575,11.224076644177226,9.903017783472773,85.7654043461995,309.7639157072048,1,mixed,18031.610692137463,1403.84
83.32009328034067,23.660978270750732,35.37232910292662,513.7499895122061,414.68770964943155,552.2336105441818,5.210463948915001,27.875692812254396,89.17661413343258,110.27610844845555,4,vegetarian,43245.91670129669,820.26
211.30957784492267,48.34980851068038,4.547245656991077,115.2741927918513,786.2939288416983,527.2749373660891,8.023198144950419,37.26844974040597,9.201658454067141,192.37178782537185,7,mixed,82209.27706280895,1088.22
102.14107678630837,42.914949195832186,78.27955717374326,589.4166590600398,412.85927061707287,956.1954433164346,6.6521029846408375,25.641691938446456,96.52169766606585,371.5589218115329,4,mixed,128058.38130317228,982.27
438.3965416440171,7.489584200198374,47.07468451331398,1004.8895132419846,696.5307936042224,1442.275209940229,16.082820448292917,53.85948935524385,33.36130987640633,300.8862921299748,1,vegetarian,72608.3578836834,2050.85
330.48415707240105,10.616035354746723,44.55616733313402,704.8348620621593,507.21368167808976,1464.3144086946493,18.485114528760015,19.63309487942164,43.98995095833554,21.09515851562871,4,vegetarian,145256.06387569424,2332.91
198.90411118369212,83.74725196187745,52.46370239197759,575.5832620791817,241.2231251093967,1060.8092197004778,15.191443843138238,57.81058222971273,79.19037591928154,3.2618377837718704,3,vegetarian,41374.613907516585,2076.11
78.60125762871064,23.981995220659023,39.76189182217653,178.7355683106972,796.1505080230743,1131.9095484545305,8.78167152059967,62.986305641669766,66.48963055724977,314.9631703521632,5,mixed,124120.94612985977,1048.09
189.94204477204798,19.495827149863054,2.5650813675633266,367.4085685404845,84.21345407068704,845.1032639595416,10.086699549933275,14.323948069673794,89.30599124360573,221.00009479147826,3,mixed,85613.57376450858,1118.36
196.33249491203617,50.49114512501392,48.984903107231744,150.2149316075267,524.8902827551506,1133.663608698498,2.5014738785887136,53.8104682522241,40.057375077677214,288.13376374508033,4,non_vegetarian,106565.78595271883,658.46
378.32278025212884,76.87471313625129,57.29391015651445,1211.2480974849911,208.89103424340493,1289.6694824557449,14.937294222690756,77.10769819250855,37.32881636761586,62.7261287306454,2,vegetarian,118230.28160346804,2286.89
336.9008621098459,6.194651857898792,33.33992484992425,202.85974197708384,67.06562854137566,729.1429547925349,11.929513587900882,19.461786294751008,3.1688849541319675,348.819139988248,7,vegetarian,21380.217249477275,1358.0
449.24573415934697,57.680791963825584,60.58364576569544,893.0600498233403,502.93393708324885,929.7933942451546,18.048799922748728,73.19771233371159,46.27253766696581,309.32999160578476,1,mixed,185564.60964260434,2349.21
262.4967163228772,11.921044284057336,18.16010394707365,514.1106203832688,499.56215593492357,805.9750428495715,4.012222871503064,50.45359619555125,72.40707703291088,356.3355656218455,4,vegetarian,159357.44867873949,627.03
103.81741067223577,3.6461050825618457,17.702127285294722,338.96757698277526,706.9009016757209,843.7059202930159,15.194522438652243,49.32086504987839,30.117871762621608,136.43843306298834,6,vegetarian,94066.59986054763,1659.56
370.9601542503477,5.274395216221739,12.913359015005916,959.2026592381557,744.7506930519049,1335.0718648109114,13.693433234383793,8.894201174065037,46.27265136738414,110.28207811329852,6,mixed,114019.20470120986,1843.89
392.35327187760385,83.41641082084413,29.759580783132947,685.503464065411,727.7914886928968,533.4252453083553,5.316910676195043,61.12252087897987,21.939776848527803,60.69257596957076,7,non_vegetarian,16181.764575184166,1330.43
302.5747389062733,11.797248362806156,67.76096283112668,600.2182009268387,409.55873291675505,312.27603840093633,13.347572790816502,40.870478948604365,77.27878058714607,372.03540317879884,7,non_vegetarian,104609.99336652653,1645.05
396.93523097955244,4.515136441229195,66.23296497192514,889.2780073383324,631.6897872265625,684.4201654104437,18.487467611532992,59.088079387635055,6.05115613411471,70.73168142313628,4,vegetarian,91000.02884232783,2423.29
272.20801836397584,43.789988714291226,30.625936637080304,736.9014427350011,576.9452426439603,312.12778572189774,18.368719753342376,65.68858275849544,70.53830550004983,47.726893484602016,4,vegetarian,81152.20071461932,2271.27
285.2297732218973,84.39934719420248,47.12949887841893,455.2263128273412,421.5617561169196,747.6006384930287,14.392531490322826,44.28472800292089,37.89400117449835,77.07128359471294,6,mixed,164916.9053911524,2023.02
242.39345826134732,26.240837648930192,57.66530531799325,838.5919316478775,597.2126941859932,1355.2621580355878,0.9614622506812021,24.773323495873562,4.159606938712079,308.5526907040453,7,mixed,44565.63115937602,624.23
61.43860703484283,42.17126175259164,19.29654197024184,1004.2478648260418,947.2478767062626,926.1502807237167,17.44528674640323,15.617936854461002,85.34695872917858,355.8116939931524,3,mixed,43498.94741146158,1904.02
98.551142146987,3.9922532563751223,13.451286871579766,40.03973788028142,192.89374368137734,1283.1492799546165,13.155572140090799,17.03773459493107,48.77218631811652,324.36538259856974,7,mixed,109118.78695858017,1273.71
64.14313355903042,44.907851413487585,77.76767945698488,698.807593361513,905.7720957855263,249.2863794232677,6.208685063654689,70.0200990459349,59.93189696161291,225.2954211485139,1,vegetarian,140557.32748148782,1030.63
336.3846850687012,57.761308063713365,49.40458505676948,86.52492687531566,53.455513983198365,1351.3103888057651,3.745007234113986,14.268357172279151,73.20306915244569,397.55370031108924,5,vegetarian,14263.700606646253,717.72
191.460191484347,57.090705375214476,78.51325774669311,279.6081211021666,308.38921290166064,902.6807466106736,2.324077259946342,33.85205547849263,65.50744330011888,27.54162579737951,6,non_vegetarian,113709.6931465441,906.61
278.85681102411627,33.242669217436514,27.020478970578328,840.7631011169597,288.14524861152825,47.6396831107197,1.0047379851552196,30.07059847167731,73.08568708146116,346.87667112865023,6,mixed,66752.83445845847,470.58
458.40491326674186,31.55331806631355,56.24253599793052,1299.283372898371,626.3651078809057,949.6784329275553,15.08206495901513,69.90917500542277,76.22816845778577,171.08554468550756,6,non_vegetarian,153807.48842399052,2245.74
162.18150311699372,10.662361893659789,17.80829092329902,1324.2085187827272,131.22495177729033,1427.0954343913768,4.716859978865506,40.82701255207187,58.91515305646109,182.04893948218657,7,mixed,99085.66232555594,937.34
234.6723153660334,36.67983206462684,20.896013701913034,104.91601520794691,882.3476118397538,118.75050071304311,0.4850587208651014,79.73348130111033,36.56378309077567,51.0379574605122,7,mixed,168474.3003609645,536.29
389.9980123443719,9.949466887296465,40.952169701569915,628.65762943006,828.5514084650413,873.6841957043582,7.945413036839786,60.279105972735856,24.314214971634264,13.373189741531366,4,vegetarian,85425.43534885629,1420.73
152.9591744712301,76.65959447120517,25.569450040645698,874.509724506827,652.0658196852778,1373.2179043045721,9.652141611846778,68.81926815532142,90.29032366527872,126.6513304277733,7,mixed,167147.01426711676,1537.72
84.64095942295685,96.62742977481858,13.409725107246757,220.60485682551513,458.41383179219775,14.54275250156184,3.384604618002538,12.400419952000618,96.99248446382202,69.94141324557171,2,non_vegetarian,146136.3460006935,723.42
180.38815381119562,97.00744566667069,21.03045615914608,1148.1483251171576,932.9560421420784,946.3693896987348,0.8809667232509955,23.982669144867195,35.766275509820886,193.33550242852465,6,vegetarian,167368.90349019942,777.1
122.54957926430198,86.50710993753938,2.8598715572691713,1116.3528876558582,830.7465547205559,712.353437746444,3.7825096619613774,15.158464667887118,11.231072907230022,58.93221042150878,1,vegetarian,164359.8880111666,918.74
468.36394355415786,60.07921493396191,56.35388971819893,1355.011520560192,499.3151480812449,520.4839779729159,13.582055236731488,39.77164793004198,22.253732711643124,55.171094600910294,7,mixed,102409.23951183129,2249.05
413.65417080398765,70.086569724388,39.36933256686893,12.729018125164526,701.8733544543112,941.304734918064,1.644873545024128,58.87156161214323,67.06673459871895,350.7915936415398,7,mixed,79937.36754257232,678.56
335.03169042969057,28.520580268041407,7.53944531236205,325.026365983504,566.9299521796845,79.05314188112538,11.100740611139877,17.67976761522501,17.293336995833076,368.5178805305636,5,mixed,155377.51976721568,1253.56
442.15726558447295,63.077042017262066,13.735519450279297,1240.7800713679826,587.9422383882645,1129.5945694311004,2.9282397581633335,14.762640842730411,78.01222730609881,385.68648343516395,6,mixed,78689.57458875846,908.35
411.6524346046015,45.56495494398774,8.202763049011521,1005.8700762404031,330.97606943747127,6.719215379561438,3.9137834716083875,51.095656158533025,92.30302398747135,272.2009771495648,2,mixed,26985.348373351077,848.54
133.95652649871613,48.20173397769325,49.00742466207012,1341.5847805477363,462.08460462489677,460.40361568852836,7.861557665333974,22.273456532256798,96.36515150788472,308.40660191834775,6,mixed,173180.48300730722,1233.75
451.65154932049,75.7776560375158,7.536829088999504,85.76948179539978,78.12143078974421,755.9379565270176,2.016506721074627,40.949380381530574,0.932550597489068,334.31390209705165,7,mixed,85467.66500364507,646.2
292.7040088620428,28.191835559725163,60.34258664281729,895.4459485746643,357.3486916645925,565.5333758498275,3.464070055644257,8.833829579578829,95.81541649544167,263.5688236482658,5,vegetarian,35194.75064498306,850.26
413.34806982382815,31.803961169451988,1.640873545631294,853.5698623405112,695.828515362152,461.2139028083737,6.979048229027082,56.045960905059864,74.01944191296177,132.09724188101166,5,vegetarian,132830.59441109054,1211.53
453.24108496557193,92.46417911286366,19.95006303967137,53.51162454079855,953.2160305061863,1246.2527182021443,6.593380109967337,45.598728623154024,8.405023226380226,62.554799373409644,6,mixed,179056.91708794812,1397.87
193.10156373733875,5.622429485097225,71.25333407135257,770.2831153687252,963.0641127630203,1402.2488614078634,14.985429713514637,53.55671742189746,41.52404687787264,94.90932286326003,7,mixed,173583.44899053726,2033.56
99.52336603745454,48.56342984133404,57.48250544977968,914.2804669648864,555.7228691248916,1310.5690273588332,1.4956461025284873,25.655478504480953,70.0045474579509,336.16562056198507,1,non_vegetarian,115344.89593787759,587.95
152.57082314387375,91.28008004078617,5.837466634055017,286.9397613031608,606.622251809582,783.6469695749995,17.20901471332687,25.895223152114834,95.66854926610493,278.4388953147365,3,mixed,26733.51223328615,1899.92
242.19850488181535,61.0363007818157,65.69008835881438,409.9943746869944,185.7211855009675,1326.2462627902246,16.324643414789097,65.10203998180685,16.414139361139256,182.31830541046062,2,mixed,142354.5855531547,2071.09
418.1066446651219,54.64070742121321,39.442809723216385,960.5210194466056,695.3081080935307,1381.2923477723157,15.319832793838767,58.892173473861966,12.773328192695399,11.762030872181084,6,vegetarian,125677.45302918053,2316.0
437.32876246535454,24.974417922935523,67.74264217350634,702.4514213999375,70.65879267438623,613.857595571193,6.18744724926265,48.47964883989609,47.23470532618785,106.48174817355324,4,mixed,49928.18439845444,1274.73
53.128458739035814,34.327548906444825,48.05918195603147,1287.0204863524903,284.6856857994445,425.16878925816815,16.45763571081575,52.11076068365604,96.80988937384892,291.55899725030554,5,vegetarian,181102.64870109523,1878.42
279.8362861599046,85.20484158046929,54.5466425626287,513.5726490137826,668.3633472854423,147.39780871998047,3.656041605785616,12.053313462582908,97.13792152580105,204.95489403800917,2,mixed,26466.870074789535,926.76
237.83495141695056,55.921813176845816,79.48012483165665,399.98948758230176,310.3101315434893,718.6378815738435,2.4881841171005648,69.21284783384402,22.79147410529093,174.21299779298002,1,vegetarian,80877.26912540662,816.93
149.9485147118286,51.47421937567799,18.586843673921454,1477.2989105172642,49.84687411445432,1419.445380657662,0.8991266697897471,62.7430274758747,31.934714797145737,125.4717603119631,2,vegetarian,27961.280094064754,687.41
103.93941530015726,9.957971354002893,49.915645980911066,1366.703655195125,831.8704093509638,841.3612921055566,18.786207260111517,49.28686503675858,90.80319856446545,242.77273223080957,4,mixed,183269.52275938698,2205.66
201.9268271316326,1.6028156455123121,36.82571120459187,43.48911749846979,310.33000713456306,1001.3431526792574,6.160217954105473,73.89463483256804,73.48414908520641,386.55415414867565,4,vegetarian,16722.984530799673,698.05
474.3093667606336,96.36851886870491,3.156156233815315,1156.092922959849,63.10522485867842,169.3257277377714,18.35235760355812,17.647843077454986,97.23164286576183,360.4494573190024,1,mixed,90895.30759655242,2236.67
195.44131940933985,37.698616728684165,1.1576513202292027,165.50216073780445,74.78816450286519,215.2794962133844,5.452271230386594,56.499303952562514,89.31483630155543,12.199175233712811,2,mixed,173737.95046800832,822.67
283.45577978451473,60.32130620995043,9.538286225428694,41.227792244056424,251.75879878875364,696.7098929395088,18.15131918672699,77.22363332391207,21.509605031374335,192.3815290333783,6,non_vegetarian,57762.644429422704,2075.29
