time,temperature_2m,relative_humidity_2m,cloud_cover,wind_speed_10m,pressure_msl,precipitation,hour,day_of_year,rain_event
2023-01-06 01:00:00+00:00,6.9,97,100,5.5,1024.8,0.0,1,6,0
2023-01-06 02:00:00+00:00,7.1,93,100,6.4,1025.6,0.0,2,6,0
2023-01-06 03:00:00+00:00,7.4,91,100,6.3,1026.6,0.0,3,6,0
2023-01-06 04:00:00+00:00,7.9,86,94,6.3,1027.3,0.0,4,6,0
2023-01-06 05:00:00+00:00,9.3,80,79,6.6,1027.9,0.0,5,6,0
2023-01-06 06:00:00+00:00,10.6,76,82,5.6,1027.2,0.0,6,6,0
2023-01-06 07:00:00+00:00,12.1,73,90,6.3,1026.1,0.0,7,6,0
2023-01-06 08:00:00+00:00,13.1,71,98,5.2,1024.8,0.0,8,6,0
2023-01-06 09:00:00+00:00,13.9,67,100,6.2,1024.0,0.0,9,6,0
2023-01-06 10:00:00+00:00,14.1,66,100,6.1,1023.3,0.0,10,6,0
2023-01-06 11:00:00+00:00,13.6,67,100,6.4,1023.1,0.0,11,6,0
2023-01-06 12:00:00+00:00,10.6,82,26,7.0,1023.5,0.0,12,6,0
2023-01-06 13:00:00+00:00,8.3,90,0,8.9,1024.0,0.0,13,6,0
2023-01-06 14:00:00+00:00,8.4,91,0,6.9,1024.4,0.0,14,6,0
2023-01-06 15:00:00+00:00,8.0,91,0,7.4,1024.9,0.0,15,6,0
2023-01-06 16:00:00+00:00,6.1,94,0,9.7,1024.7,0.0,16,6,0
2023-01-06 17:00:00+00:00,6.1,95,0,6.9,1025.1,0.0,17,6,0
2023-01-06 18:00:00+00:00,5.3,96,0,8.1,1024.9,0.0,18,6,0
2023-01-06 19:00:00+00:00,4.6,98,0,9.5,1024.1,0.0,19,6,0
2023-01-06 20:00:00+00:00,4.0,99,6,9.1,1023.7,0.0,20,6,0
2023-01-06 21:00:00+00:00,4.4,99,100,5.4,1023.0,0.0,21,6,0
2023-01-06 22:00:00+00:00,4.5,99,100,8.2,1022.6,0.0,22,6,0
2023-01-06 23:00:00+00:00,4.3,100,100,7.2,1022.2,0.0,23,6,0
2023-01-07 00:00:00+00:00,3.8,99,100,10.0,1023.2,0.0,0,7,0
2023-01-07 01:00:00+00:00,4.7,97,100,11.6,1023.7,0.0,1,7,0
2023-01-07 02:00:00+00:00,5.4,96,100,13.0,1024.5,0.0,2,7,0
2023-01-07 03:00:00+00:00,5.9,97,100,13.2,1025.1,0.0,3,7,0
2023-01-07 04:00:00+00:00,6.9,93,91,12.2,1025.4,0.0,4,7,0
2023-01-07 05:00:00+00:00,8.8,85,81,10.5,1025.6,0.0,5,7,0
2023-01-07 06:00:00+00:00,10.8,79,58,9.2,1024.7,0.0,6,7,0
2023-01-07 07:00:00+00:00,12.6,73,32,8.6,1023.4,0.0,7,7,0
2023-01-07 08:00:00+00:00,14.2,67,9,8.4,1022.0,0.0,8,7,0
2023-01-07 09:00:00+00:00,15.1,64,0,8.2,1020.9,0.0,9,7,0
2023-01-07 10:00:00+00:00,15.3,63,0,7.8,1020.1,0.0,10,7,0
2023-01-07 11:00:00+00:00,14.7,67,0,7.8,1019.8,0.0,11,7,0
2023-01-07 12:00:00+00:00,10.1,85,0,8.6,1020.7,0.0,12,7,0
2023-01-07 13:00:00+00:00,8.9,87,16,8.4,1021.3,0.0,13,7,0
2023-01-07 14:00:00+00:00,8.6,88,6,7.3,1022.0,0.0,14,7,0
2023-01-07 15:00:00+00:00,8.3,88,10,8.6,1022.2,0.0,15,7,0
2023-01-07 16:00:00+00:00,7.9,89,8,8.8,1022.4,0.0,16,7,0
2023-01-07 17:00:00+00:00,7.4,92,0,8.3,1022.4,0.0,17,7,0
2023-01-07 18:00:00+00:00,6.8,94,0,8.0,1021.7,0.0,18,7,0
2023-01-07 19:00:00+00:00,6.4,95,0,8.0,1021.0,0.0,19,7,0
2023-01-07 20:00:00+00:00,6.0,97,0,7.8,1020.2,0.0,20,7,0
2023-01-07 21:00:00+00:00,5.8,97,0,8.5,1019.6,0.0,21,7,0
2023-01-07 22:00:00+00:00,5.8,97,0,10.2,1019.1,0.0,22,7,0
2023-01-07 23:00:00+00:00,5.8,98,0,12.0,1018.9,0.0,23,7,0
2023-01-08 00:00:00+00:00,5.7,99,17,13.2,1019.8,0.0,0,8,0
2023-01-08 01:00:00+00:00,6.0,100,100,13.3,1020.2,0.0,1,8,0
2023-01-08 02:00:00+00:00,6.5,99,100,14.2,1020.8,0.0,2,8,0
2023-01-08 03:00:00+00:00,7.1,99,100,13.9,1021.2,0.0,3,8,0
2023-01-08 04:00:00+00:00,8.2,97,100,13.8,1021.8,0.0,4,8,0
2023-01-08 05:00:00+00:00,10.0,89,72,13.4,1022.2,0.0,5,8,0
2023-01-08 06:00:00+00:00,12.4,80,26,10.3,1021.3,0.0,6,8,0
2023-01-08 07:00:00+00:00,14.4,74,28,9.7,1020.1,0.0,7,8,0
2023-01-08 08:00:00+00:00,15.9,69,1,9.8,1018.9,0.0,8,8,0
2023-01-08 09:00:00+00:00,16.8,66,0,9.2,1017.9,0.0,9,8,0
2023-01-08 10:00:00+00:00,17.1,64,20,9.1,1017.7,0.0,10,8,0
2023-01-08 11:00:00+00:00,16.5,69,7,9.4,1017.9,0.0,11,8,0
2023-01-08 12:00:00+00:00,11.8,88,0,8.9,1018.2,0.0,12,8,0
2023-01-08 13:00:00+00:00,10.7,88,0,8.9,1018.9,0.0,13,8,0
2023-01-08 14:00:00+00:00,11.1,86,0,7.7,1019.5,0.0,14,8,0
2023-01-08 15:00:00+00:00,9.4,91,0,8.9,1020.1,0.0,15,8,0
2023-01-08 16:00:00+00:00,11.2,88,0,7.0,1020.3,0.0,16,8,0
2023-01-08 17:00:00+00:00,11.1,88,0,3.4,1020.4,0.0,17,8,0
2023-01-08 18:00:00+00:00,11.2,87,0,2.3,1020.3,0.0,18,8,0
2023-01-08 19:00:00+00:00,10.8,87,0,3.8,1019.9,0.0,19,8,0
2023-01-08 20:00:00+00:00,8.2,93,0,4.7,1019.6,0.0,20,8,0
2023-01-08 21:00:00+00:00,6.0,99,25,5.8,1019.3,0.0,21,8,0
2023-01-08 22:00:00+00:00,5.7,100,100,5.1,1018.7,0.0,22,8,0
2023-01-08 23:00:00+00:00,6.6,100,100,5.4,1018.8,0.0,23,8,0
2023-01-09 00:00:00+00:00,6.6,99,100,5.0,1020.2,0.0,0,9,0
2023-01-09 01:00:00+00:00,6.6,99,100,5.1,1021.1,0.0,1,9,0
2023-01-09 02:00:00+00:00,6.6,98,100,5.0,1021.9,0.0,2,9,0
2023-01-09 03:00:00+00:00,7.4,98,100,4.5,1022.5,0.0,3,9,0
2023-01-09 04:00:00+00:00,8.7,96,100,3.3,1023.2,0.0,4,9,0
2023-01-09 05:00:00+00:00,10.7,91,100,3.1,1023.5,0.0,5,9,0
2023-01-09 06:00:00+00:00,12.6,88,90,3.6,1022.8,0.0,6,9,0
2023-01-09 07:00:00+00:00,15.3,78,100,5.9,1021.6,0.0,7,9,0
2023-01-09 08:00:00+00:00,16.8,70,100,6.9,1020.5,0.0,8,9,0
2023-01-09 09:00:00+00:00,17.2,66,100,5.9,1019.5,0.0,9,9,0
2023-01-09 10:00:00+00:00,17.4,65,100,4.6,1019.1,0.0,10,9,0
2023-01-09 11:00:00+00:00,16.9,70,100,4.3,1019.2,0.0,11,9,0
2023-01-09 12:00:00+00:00,13.8,86,100,7.7,1019.3,0.0,12,9,0
2023-01-09 13:00:00+00:00,13.4,85,100,6.9,1019.6,0.0,13,9,0
2023-01-09 14:00:00+00:00,13.0,87,100,6.6,1020.0,0.0,14,9,0
2023-01-09 15:00:00+00:00,12.2,89,100,7.1,1020.4,0.0,15,9,0
2023-01-09 16:00:00+00:00,12.5,89,100,5.9,1020.6,0.0,16,9,0
2023-01-09 17:00:00+00:00,10.5,95,96,7.4,1020.7,0.0,17,9,0
2023-01-09 18:00:00+00:00,10.5,95,93,5.4,1020.6,0.0,18,9,0
2023-01-09 19:00:00+00:00,9.6,96,96,5.4,1020.1,0.0,19,9,0
2023-01-09 20:00:00+00:00,9.4,97,100,7.2,1020.0,0.0,20,9,0
2023-01-09 21:00:00+00:00,9.4,97,100,7.5,1019.6,0.0,21,9,0
2023-01-09 22:00:00+00:00,9.5,97,90,8.2,1019.4,0.0,22,9,0
2023-01-09 23:00:00+00:00,8.8,98,59,7.8,1019.3,0.0,23,9,0
2023-01-10 00:00:00+00:00,7.5,99,100,8.4,1020.5,0.0,0,10,0
2023-01-10 01:00:00+00:00,7.6,99,100,7.1,1020.9,0.0,1,10,0
2023-01-10 02:00:00+00:00,7.6,98,100,8.1,1021.3,0.0,2,10,0
2023-01-10 03:00:00+00:00,8.3,96,100,9.1,1021.7,0.0,3,10,0
2023-01-10 04:00:00+00:00,9.2,95,100,8.1,1022.5,0.0,4,10,0
2023-01-10 05:00:00+00:00,10.7,95,100,8.4,1022.2,0.0,5,10,0
2023-01-10 06:00:00+00:00,12.9,88,98,8.9,1021.5,0.0,6,10,0
2023-01-10 07:00:00+00:00,15.5,78,80,9.9,1020.0,0.0,7,10,0
2023-01-10 08:00:00+00:00,17.2,71,0,12.9,1018.9,0.0,8,10,0
2023-01-10 09:00:00+00:00,18.1,67,0,14.0,1017.8,0.0,9,10,0
2023-01-10 10:00:00+00:00,18.4,66,0,14.4,1017.3,0.0,10,10,0
2023-01-10 11:00:00+00:00,17.8,69,0,12.6,1017.2,0.0,11,10,0
2023-01-10 12:00:00+00:00,14.0,85,0,6.4,1017.6,0.0,12,10,0
2023-01-10 13:00:00+00:00,12.1,89,0,7.7,1017.9,0.0,13,10,0
2023-01-10 14:00:00+00:00,11.4,91,0,7.5,1018.2,0.0,14,10,0
2023-01-10 15:00:00+00:00,11.3,91,0,8.4,1018.7,0.0,15,10,0
2023-01-10 16:00:00+00:00,10.7,92,0,8.0,1018.4,0.0,16,10,0
2023-01-10 17:00:00+00:00,10.4,93,0,9.3,1018.5,0.0,17,10,0
2023-01-10 18:00:00+00:00,9.9,95,0,9.1,1018.1,0.0,18,10,0
2023-01-10 19:00:00+00:00,9.5,96,0,8.6,1017.5,0.0,19,10,0
2023-01-10 20:00:00+00:00,8.8,97,0,7.6,1016.5,0.0,20,10,0
2023-01-10 21:00:00+00:00,8.7,97,0,8.1,1015.8,0.0,21,10,0
2023-01-10 22:00:00+00:00,8.4,98,22,8.1,1015.1,0.0,22,10,0
2023-01-10 23:00:00+00:00,8.4,99,100,9.4,1014.7,0.0,23,10,0
2023-01-11 00:00:00+00:00,7.6,99,100,7.6,1015.9,0.0,0,11,0
2023-01-11 01:00:00+00:00,7.7,100,100,7.7,1016.2,0.0,1,11,0
2023-01-11 02:00:00+00:00,8.0,99,100,6.3,1016.7,0.0,2,11,0
2023-01-11 03:00:00+00:00,8.6,98,100,7.4,1017.3,0.0,3,11,0
2023-01-11 04:00:00+00:00,9.5,97,100,6.2,1017.8,0.0,4,11,0
2023-01-11 05:00:00+00:00,11.6,90,97,5.0,1017.9,0.0,5,11,0
2023-01-11 06:00:00+00:00,14.3,82,60,4.3,1017.0,0.0,6,11,0
2023-01-11 07:00:00+00:00,16.7,71,49,3.7,1015.6,0.0,7,11,0
2023-01-11 08:00:00+00:00,18.4,61,81,3.0,1014.3,0.0,8,11,0
2023-01-11 09:00:00+00:00,19.4,56,89,1.8,1013.3,0.0,9,11,0
2023-01-11 10:00:00+00:00,19.7,54,88,3.2,1012.4,0.0,10,11,0
2023-01-11 11:00:00+00:00,18.9,64,41,4.7,1012.3,0.0,11,11,0
2023-01-11 12:00:00+00:00,14.8,76,21,7.2,1012.4,0.0,12,11,0
2023-01-11 13:00:00+00:00,13.6,81,0,9.4,1013.0,0.0,13,11,0
2023-01-11 14:00:00+00:00,12.8,85,7,9.8,1013.5,0.0,14,11,0
2023-01-11 15:00:00+00:00,12.3,87,8,10.2,1014.2,0.0,15,11,0
2023-01-11 16:00:00+00:00,11.7,90,25,12.0,1014.6,0.0,16,11,0
2023-01-11 17:00:00+00:00,11.4,93,39,11.5,1014.9,0.0,17,11,0
2023-01-11 18:00:00+00:00,11.5,93,100,13.7,1014.9,0.0,18,11,0
2023-01-11 19:00:00+00:00,12.0,89,80,15.0,1014.5,0.1,19,11,1
2023-01-11 20:00:00+00:00,11.3,92,48,15.2,1014.6,0.0,20,11,0
2023-01-11 21:00:00+00:00,11.0,91,100,15.7,1013.9,0.0,21,11,0
2023-01-11 22:00:00+00:00,11.2,88,100,14.9,1013.4,0.0,22,11,0
2023-01-11 23:00:00+00:00,11.3,87,100,14.4,1012.8,0.0,23,11,0
2023-01-12 00:00:00+00:00,10.5,91,27,10.6,1013.4,0.0,0,12,0
2023-01-12 01:00:00+00:00,10.2,91,2,10.8,1013.4,0.0,1,12,0
2023-01-12 02:00:00+00:00,9.8,92,8,10.6,1014.0,0.0,2,12,0
2023-01-12 03:00:00+00:00,11.5,85,17,15.6,1014.2,0.0,3,12,0
2023-01-12 04:00:00+00:00,14.1,77,78,15.3,1014.6,0.0,4,12,0
2023-01-12 05:00:00+00:00,16.4,69,18,15.6,1014.7,0.0,5,12,0
2023-01-12 06:00:00+00:00,18.2,63,56,16.0,1014.3,0.0,6,12,0
2023-01-12 07:00:00+00:00,19.1,63,17,14.6,1013.2,0.0,7,12,0
2023-01-12 08:00:00+00:00,19.7,64,21,12.5,1011.9,0.0,8,12,0
2023-01-12 09:00:00+00:00,20.1,64,27,12.3,1011.1,0.0,9,12,0
2023-01-12 10:00:00+00:00,19.8,65,56,12.7,1010.7,0.0,10,12,0
2023-01-12 11:00:00+00:00,19.0,67,59,12.5,1010.7,0.0,11,12,0
2023-01-12 12:00:00+00:00,17.0,77,43,10.2,1010.5,0.0,12,12,0
2023-01-12 13:00:00+00:00,15.9,81,41,11.1,1011.0,0.0,13,12,0
2023-01-12 14:00:00+00:00,15.1,85,39,9.4,1011.5,0.0,14,12,0
2023-01-12 15:00:00+00:00,14.5,87,6,10.2,1011.8,0.0,15,12,0
2023-01-12 16:00:00+00:00,13.9,89,0,11.7,1012.4,0.0,16,12,0
2023-01-12 17:00:00+00:00,13.1,92,0,10.6,1012.6,0.0,17,12,0
2023-01-12 18:00:00+00:00,12.6,92,0,8.9,1012.6,0.0,18,12,0
2023-01-12 19:00:00+00:00,12.0,92,0,7.6,1012.4,0.0,19,12,0
2023-01-12 20:00:00+00:00,11.6,92,1,8.8,1012.1,0.0,20,12,0
2023-01-12 21:00:00+00:00,11.3,92,7,9.6,1011.7,0.0,21,12,0
2023-01-12 22:00:00+00:00,10.8,94,25,7.9,1011.4,0.0,22,12,0
2023-01-12 23:00:00+00:00,10.6,94,25,7.3,1011.7,0.0,23,12,0
2023-01-13 00:00:00+00:00,11.1,94,52,12.2,1012.1,0.6,0,13,1
2023-01-13 01:00:00+00:00,11.5,92,71,12.4,1012.8,0.6,1,13,1
2023-01-13 02:00:00+00:00,11.3,90,35,7.2,1013.7,5.2,2,13,1
2023-01-13 03:00:00+00:00,12.3,87,31,12.7,1014.4,1.0,3,13,1
2023-01-13 04:00:00+00:00,13.9,84,53,13.4,1015.3,1.4,4,13,1
2023-01-13 05:00:00+00:00,15.4,80,78,13.6,1015.5,0.0,5,13,0
2023-01-13 06:00:00+00:00,16.5,78,86,10.7,1015.2,4.3,6,13,1
2023-01-13 07:00:00+00:00,16.9,81,99,11.0,1014.5,3.8,7,13,1
2023-01-13 08:00:00+00:00,17.2,78,50,16.6,1013.4,1.2,8,13,1
2023-01-13 09:00:00+00:00,17.9,74,4,15.0,1012.8,0.1,9,13,1
2023-01-13 10:00:00+00:00,18.6,72,2,9.1,1012.5,0.0,10,13,0
2023-01-13 11:00:00+00:00,18.4,73,17,6.8,1012.4,0.0,11,13,0
2023-01-13 12:00:00+00:00,16.7,83,26,4.7,1012.8,0.0,12,13,0
2023-01-13 13:00:00+00:00,14.6,91,37,4.9,1013.7,0.0,13,13,0
2023-01-13 14:00:00+00:00,14.4,93,17,8.4,1014.3,0.0,14,13,0
2023-01-13 15:00:00+00:00,13.4,94,46,6.3,1015.1,0.0,15,13,0
2023-01-13 16:00:00+00:00,13.0,94,26,5.6,1015.8,0.0,16,13,0
2023-01-13 17:00:00+00:00,12.9,94,13,9.7,1016.1,0.0,17,13,0
2023-01-13 18:00:00+00:00,12.5,96,19,7.9,1015.9,0.0,18,13,0
2023-01-13 19:00:00+00:00,12.2,97,9,10.6,1015.9,0.0,19,13,0
2023-01-13 20:00:00+00:00,11.7,98,2,10.5,1015.9,0.0,20,13,0
2023-01-13 21:00:00+00:00,11.3,98,2,11.1,1015.8,0.0,21,13,0
2023-01-13 22:00:00+00:00,11.1,98,15,12.3,1015.8,0.0,22,13,0
2023-01-13 23:00:00+00:00,10.9,99,100,12.9,1015.8,0.0,23,13,0
2023-01-14 00:00:00+00:00,10.4,98,100,14.5,1016.0,0.0,0,14,0
2023-01-14 01:00:00+00:00,10.3,98,100,14.6,1016.6,0.0,1,14,0
2023-01-14 02:00:00+00:00,10.4,96,100,15.4,1017.7,0.0,2,14,0
